gloss,spoken
"월요일 금요일 까지 바쁘다 . > 월요일부터 금요일까지는 바빠
다음 콘서트 일정 어떻다 ? > 다음 콘서트 일정은 어떻게 되나요?
누구 너 그 기술 가르치다 ? > 누가 너에게 그 기술을 가르쳤나?
매년 독서 경연대회 참여 하다 . > ",매년 독서 경연대회에 참여한다.
"스페인 불축제 경험 싶다 . > 스페인의 불축제를 경험하고 싶다.
그녀 학생 댄스 가르치다 있다 . > 그녀는 학생들에게 댄스를 가르치고 있다.
나 그 스노우보드 타다 방법 가르치다 . > 나는 그에게 스노우보드 타는 방법을 가르쳤다.
비행모드 전화 바꾸다 . > ",비행모드로 전화 바꿨어.
"그 청각장애인 전용 앱 사용하다 . > 그는 청각장애인 전용 앱을 사용하고 있어요.
여름 휴가 어디 보내다 ? > 여름 휴가 어디서 보내실 건가요?
핫도그 먹다 야구 즐기다 . > 핫도그를 먹으며 야구경기를 즐겼다.
그때 추억 아직도 생생하다 . > ",그때의 추억은 아직도 생생해.
"수화 농인 언어 . > 수화는 농인들의 언어입니다.
인게임 통화 충전 하다 ? > 인게임 통화 충전했어?
네덜란드 튤립 농장 봄 기운 느끼다 . > 네덜란드의 튤립 농장은 봄의 기운을 느꼈어.
학교 무엇 배우다 ? > ",학교에서 뭐 배웠어요?
"물 필요하다 . > 물이 필요해
세상 너무 복잡하다 되다 있다 . > 세상은 너무 복잡해지고 있어
문학 작품 깊다 의미 담다 . > 문학 작품은 깊은 의미를 담고 있다.
밤새 책 읽다 해 뜨다 . > ",밤새 책을 읽다가 해가 떴다.
"약속 장소 너무 멀다 다른 곳 하다 . > 약속 장소가 너무 멀어서 다른 곳에서 하자
나 동생 수영 법 가르치다 주다 노력하다 . > 나는 동생에게 수영하는 법을 가르쳐 주려고 했어.
선생님 학생 진실 말하다 중요하다 가르치다 . > 선생님은 학생들에게 진실을 말하는 중요성을 가르친다.
교통카드 충전기 어디 있다 ? > ",교통카드 충전기는 어디에 있나요?
"비행기 물 주다 ? > 비행기에서 물 주나?
리팩토링 필요하다 . > 리팩토링 필요해.
상처 부위 압박하다 . > 상처 부위를 압박하세요.
농인 듣다 사람 위한 프로그램 만들어지다 . > ",농인과 듣는 사람 모두를 위한 프로그램이 만들어졌다.
"아이 교육 프로그램 찾다 . > 아이와 교육 프로그램 찾고 있어.
어느 나라 만화 ? > 어느 나라 만화인가요?
핸드폰 충전기 빌리다 주다 . > 핸드폰 충전기 빌려줘
모험 여행 좋아하다 ? > ",모험적인 여행 좋아하시나요?
"사냥 나 전통 취미 있다 . > 사냥은 나의 전통적인 취미야.
대학 생일 행사 진행 하다 . > 생일 축하 행사를 대학에서 진행했다.
동생 학교 수상 하다 ! > 동생 학교에서 수상을 했다며!
친구 같이 여행 가다 ? > ",친구와 함께 여행 갔나요?
"내일 날씨 어떻다 ? > 내일 날씨 어때?
다음 약속 날짜 잡다 . > 다음 약속을 위해 날짜를 잡아
세상 우리 만들어가다 것이다 . > 세상은 우리가 만들어가는 거야
나 좀 기다리다 주다 . > ",나 좀 기다려줘
"자바스크립트 웹 애플리케이션 만들다 . > 자바스크립트로 웹 애플리케이션 만들었어.
비행 시간 얼마나 걸리다 ? > 비행 시간은 얼마나 걸려요?
유튜브 댓글 정책 변경 되다 듣다 . > 유튜브 댓글 정책이 변경됐다고 들었어.
이 시리즈 언제 까지 스트리밍 되다 ? > ",이 시리즈 언제까지 스트리밍 돼?
"출장 자료 준비 하다 ? > 출장 때 가져갈 자료 준비했어?
나 그 날 기억 잊다 수 없다 . > 나는 그 날의 기억을 잊을 수 없어.
적립금 사용 구매 가능 ? > 적립금 사용해서 구매할 수 있나요?
인생 실패 배우다 계단이다 . > ",인생에서 실패는 배우는 계단이야
"조문 언제 까지 ? > 조문하러 언제까지 올 수 있나요?
인터페이스 추상 클래스 차이 설명 하다 주다 ? > 인터페이스와 추상 클래스 차이를 설명해줄래?
게임 내 아이템 구입 하다 ? > 게임 내 아이템 구입했어?
우체국 토요일 영업하다 ? > ",우체국은 토요일에도 영업해?
"말하다 전 생각 좀 하다 . > 말하기 전에 생각 좀 해봐.
주말 가족 바베큐 파티 하다 . > 주말에 가족들과 바베큐 파티 했어요.
마지막 세트 힘내다 해보다 ! > 마지막 세트도 힘내서 해보자!
어떤 결과 기대하다 ? > ",어떤 결과를 기대하시나요?
"이 온라인 클래스 환불 정책 어떻게 되다 ? > 이 온라인 클래스에서 환불 정책은 어떻게 돼요?
마지막 전철 시간 언제 ? > 마지막 전철 시간은 언제인가요?
그 의견 존중하다 되다 같다 . > 그의 의견을 존중해야 할 것 같아.
최근 유튜브 업데이트 후 버그 있다 . > ",최근 유튜브 업데이트 후 버그가 있어.
"물고기 물 좋아하다 . > 물고기는 물을 좋아해
이 작가 다른 작품 있다 ? > 이 작가 다른 작품도 있나요?
웹사이트 접속하다 오류 메시지 나오다 . > 웹사이트에 접속할 때 오류 메시지가 나와요.
투자 비교 수익률 어떻다 ? > ",투자 대비 수익률이 어떤가요?
"아침 알람 안 울리다 늦다 . > 아침에 알람이 안 울려서 늦었어.
오늘 가족 놀이동산 가다 . > 오늘 가족들과 함께 놀이동산 갈 거야.
내일 친구 데이트 약속 있다 . > 내일 친구랑 데이트 약속이 있어요.
실험 결과 예상 다르다 . > ",실험 결과가 예상과 달라요.
"타코 멕시코 음식 . > 타코는 멕시코 음식이다.
새롭다 레시피 요리 하다 보다 . > 새로운 레시피로 요리를 해봤다.
세계 다양하다 문화 언어로 이루어지다 있다 . > 세계는 다양한 문화와 언어로 이루어져 있어
어느 팀 선택 하다 ? > ",어느 팀 선택할까?
"시험 어렵다 ? > 시험 어려웠어요?
문화 교류 세계 가깝다 만들다 . > 문화의 교류는 세계를 더 가깝게 만들어
나 오늘 바쁘다 . > 나 오늘 바빠
이 가방 포장하다 . > ",이 가방을 포장해주세요.
"그 놀이공원 가다 . > 그와 함께 놀이공원에 갔다.
책 읽다 잠들다 . > 책을 읽다가 잠들었어
이동 전 장비 확인 하다 주다 . > 이동하기 전에 장비 확인해주세요.
세상 변화 불가피하다 . > ",세상의 변화는 불가피하다
"전자책 종이책 중 어느 것 선호 . > 전자책과 종이책 중 어느 것을 선호하나?
우리 세상 더 좋다 곳 만들다 가능 . > 우리는 세상을 더 나은 곳으로 만들 수 있어
이 제품 관련 악세사리 팔다 ? > 이 제품 관련해서 악세사리도 팔아요?
너무 덥다 . > ",너무 더워
"대통령 오늘 국정 연설 하다 . > 대통령이 오늘 국정 연설을 했습니다.
가족 같이 식사하다 오다 . > 가족들과 함께 식사하러 왔어.
주차장 얼마나 넓다 ? > 주차장은 얼마나 넓은가요?
올림픽 한국 금메달 획득하다 . > ",올림픽에서 한국이 금메달을 획득했다.
"나 예술 수업 좋아하다 . > 나는 예술 수업을 좋아해.
날씨 때문 약속 취소 되다 . > 날씨 때문에 약속이 취소되었다.
내일 수학 수업 첫 시간 퀴즈 있다 . > 내일은 수학 수업 첫 시간에 퀴즈가 있어.
독서 마음 양식 . > ",독서는 마음의 양식이다.
"그 사람 좋다 . > 그 사람 좋은 사람이야
출구 찾다 빠져나오다 . > 출구를 찾아서 빠져나가요.
기내식 메뉴 무엇 있다 ? > 기내식 메뉴는 무엇이 있나요?
도서관 조용하다 좋다 . > ",도서관은 조용해서 좋다.
"대한제국 의미 무엇 ? > 대한제국의 의미는 무엇인가요?
우리 인생 선택 연속이다 . > 우리의 인생은 선택의 연속이야
문장 하나하나 깊다 뜻 갖다 . > 문장 하나하나가 깊은 뜻을 갖는다.
인터넷 플랜 변경하다 어떤 서류 필요하다 ? > ",인터넷 플랜 변경하려면 어떤 서류가 필요해요?
"유튜브 프리미엄 광고 없이 보다 . > 유튜브 프리미엄으로 광고 없이 보고 있어.
이 온라인 서비스 어느 국가에서도 사용하다 있다 ? > 이 온라인 서비스는 어느 국가에서도 사용 가능한가요?
객체 지향 디자인 패턴 대해 공부 중이다 . > 객체 지향 디자인 패턴에 대해 공부 중이야.
아이 스티커북 선물 하다 . > ",아이들에게 스티커북 선물했어.
"의식 없다 . 소생 시도하다 . > 의식이 없어요. 소생 시도해야 해요.
여름 휴가 어디 가다 싶다 ? > 여름 휴가 어디로 가고 싶어?
주차장 가득 차다 때 대기열 어디 시작 ? > 주차장이 가득 찼을 때 대기열은 어디서 시작하나요?
PvP 모드 좋다 ? > ",PvP 모드 좋아?
"청각장애인 교육 프로그램 정보 알다 해주다 . > 청각장애인 대상의 교육 프로그램 정보 알려주세요.
장학금 어떻다 받다 ? > 장학금은 어떻게 받아요?
나 취미 조각하다 . > 나는 취미로 조각하기를 해.
오랜만에 산 등산 가다 . > ",오랜만에 산에 등산을 갔다.
"그녀 책 읽다 일과 하다 . > 그녀는 책 읽기를 일과로 한다.
아이 휴가 어디 가다 ? > 아이들과 휴가 어디 갈까?
어린이 도서관 아이 책 보다 . > 어린이 도서관에서 아이와 함께 책을 봤다.
대중교통 운행 정보 어디 확인 가능 ? > ",대중교통 운행 정보를 어디서 확인할 수 있나요?
"그녀 안기다 잠들다 . > 그녀에게 안겨서 잠들었다.
이 곳 조용하다 . > 이 곳은 조용하다
아프다 . > 아프다
과학 실험 재밌다 . > ",과학 실험 재밌었어요.
"내일 가족 바베큐 파티 하다 . > 내일 가족들과 바베큐 파티 할 거야.
여기 좌회전하다 도착하다 곳 어디이다 ? > 여기서 좌회전하면 도착하는 곳이 어디죠?
지난 주말 여행 아주 특별하다 . > 지난 주말 여행은 아주 특별했다.
동생 컴퓨터 망가뜨리다 . > ",동생이 컴퓨터 망가뜨렸어.
"그 사회생활 활발하다 활동하다 . > 그는 사회생활에서 활발하게 활동해.
어디 캠핑 하다 ? > 어디서 캠핑하실 건가요?
라이브 방송 보다 채팅 하다 . > 라이브 방송 보면서 채팅도 했어.
오늘 아침 비 오다 . > ",오늘 아침에 비가 왔다.
"학교 농인 통역 필요하다 . > 학교에서 농인을 위한 통역이 필요하다.
병가 연차 빠지다 ? > 병가도 연차에서 빠져?
꽃 아름답다 ! > 꽃들이 너무 아름다워!
버스 타다 도시 여행 가다 . > ",버스를 타고 다른 도시로 여행을 갔다.
"해외 와이파이 잘 되다 ? > 해외에서는 와이파이 잘 터지나요?
너 원하다 대로 하다 . > 네가 원하는 대로 해봐.
주문 때 알레르기 정보 알리다 . > 주문할 때 알레르기 정보를 알려주세요.
신호등 좌회전 하다 . > ",신호등에서 좌회전하세요.
"기회 한 번뿐이다 . > 기회는 한 번뿐이야
특정 버스 노선 첫차 막차 시간 알려주다 . > 특정 버스 노선의 첫차와 막차 시간을 알려주세요.
3월 1일 삼일절이다 . > 3월 1일은 삼일절이야
국제 기구 한국 협력 계약 체결하다 . > ",국제 기구와 한국이 협력 계약을 체결했습니다.
"새 날개 날다 . > 새는 날개로 날아
나 매일 샤워하다 . > 나는 매일 샤워를 해
넷플릭스 다운로드 제한 있다 ? > 넷플릭스 다운로드 제한 있어?
행운 가득하다 하루 되다 . > ",행운이 가득한 하루 되세요
"군인 나라 지키다 . > 군인은 나라를 지킨다.
나 희망 세상 더 밝다 만들다 것이다 . > 나의 희망은 세상을 더 밝게 만드는 것이야.
장수 터틀 몇 년 살다 ? > 장수 터틀은 몇 년을 살아?
우리 지속 가능 발전 추구하다 되다 . > ",우리는 지속가능한 발전을 추구해야 해
"택시 CCTV 설치되다 있다 ? > 택시에 CCTV가 설치되어 있나요?
이 만화 어떤 장르 ? > 이 만화는 어떤 장르에요?
여행 블로그 작성 경험 있다 ? > 여행 블로그 작성해보셨나요?
이 음식 어떤 재료 만들다 ? > ",이 음식은 어떤 재료로 만들어졌어요?
"이 게임 컨트롤러로 하다 되다 ? > 이 게임 컨트롤러로 해야 돼?
오픈소스 기여 하다 . > 오픈소스에 기여하려고 해.
경기장 이용 규칙 알다 주다 ? > 경기장 이용 규칙을 알려줄래?
그 회사 파산 위기 . > ",그 회사는 파산 위기야.
"이 곳 볶음밥 유명하다 . > 이 곳의 볶음밥이 유명하다.
실시간 대전 모드 있다 ? > 실시간 대전 모드도 있어?
수업 중 휴대폰 사용 안하다 ? > 수업 중에는 휴대폰 못 써?
파스타 종류 많다 고르다 힘들다 . > ",파스타 종류가 많아서 고르기 힘들었어.
"인터넷 브라우저 쿠키 어떻게 삭제하다 ? > 인터넷 브라우저 쿠키를 어떻게 삭제하나요?
옷 어디서 사다 ? > 옷을 어디서 샀어?
이 연구 주요 내용 무엇 ? > 이 연구의 주요 내용은 무엇이죠?
이번 학기 성적 어떻다 ? > ",이번 학기 성적 어땠어요?
"걱정 되다 잠 못 자다 . > 너무 걱정되어 잠을 못 잤다.
아기 발 구르다 좋아하다 . > 아기가 발을 구르는 걸 좋아해.
주말 산책 좋아하다 . > 주말에는 산책을 좋아해
여행 사진 앨범 만들다 ? > ",여행 사진 앨범 만들었어요?
"연말 성과 평가 어떻다 ? > 연말 성과 평가는 어떻게 돼요?
주말 버스 시간표 동일하다 ? > 주말에도 버스 시간표가 동일한가요?
그 청각장애인 . > 그는 청각장애인이에요.
새 카페 오픈하다 같이 가다 ? > ",새로운 카페 오픈했던데 같이 가요?
"해외 음식 무엇 먹다 ? > 해외에서 어떤 음식 먹었어?
엄마 나 축구 연습 가다 . > 엄마, 나 축구 연습 갈 거야.
창문 깨지다 ! > 창문이 깨졌어요!
약속 시간 10분 전 도착하다 . > ",약속 시간 10분 전에 도착할게
"주차장 요금 얼마 ? > 주차장 요금은 얼마인가요?
남다 음식 포장 가능 ? > 남은 음식 포장 가능한가요?
라멘 면 스프 구성 . > 라멘은 면과 스프로 구성되어 있다.
이것 정말 놀라다 발견 이다 ! > ",이건 정말 놀라운 발견이야!
"나중 연락하다 . > 나중에 연락할게
성과 측정 도구 도입하다 . > 성과 측정 도구를 도입하려고 해요.
지난달 많다 일 있다 . > 지난달에는 많은 일이 있었어
이 레스토랑 평점 어떻게 되다 ? > ",이 레스토랑의 평점은 어떻게 되나요?
"아프리카 사파리 잊다 수 없다 경험 있다 . > 아프리카 사파리는 잊을 수 없는 경험이었어.
봄 오다 꽃 피다 . > 봄이 오면 꽃들이 피어
비행기 터빈 소음 심하다 . > 비행기 터빈에서 소음이 심해.
교내 동아리 가입하다 . > ",교내 동아리에 가입하려고 해요.
"그녀 나 얘기 믿다 않다 . > 그녀는 내 얘기를 믿지 않았다.
스파게티 알덴테 끓이다 . > 스파게티는 알덴테로 끓여야 해.
학부 연구생 활동 중 . > 학부 연구생으로 활동 중이에요.
세상 절대적 진리 존재하다 ? > ",세상에 절대적 진리는 존재하는가?
"다음 시험 언제 ? > 다음 시험 언제인가요?
회사 연매출 증가하다 . > 회사의 연매출이 증가했어.
학교 수화 교육 필요하다 . > 학교에서 수화 교육이 필요하다.
이 역 환승하다 방법 알려주다 . > ",이 역에서 환승하는 방법을 알려주세요.
"대학교 어디 다니다 ? > 대학교 어디 다니세요?
이 웹사이트 알림 설정 어떻게 변경하다 ? > 이 웹사이트에서 알림 설정을 어떻게 변경하나요?
너 함께 있으면 좋다 . > 너와 함께 있으면 좋아
온라인 결제 문제 발생하다 . > ",온라인 결제 시 문제가 발생했어요.
"사진 전시회 참석 하다 . > 사진 전시회에 참석했다.
오스트리아 비엔나 오페라 감상하다 . > 오스트리아의 비엔나에서는 오페라를 감상했어.
이번 대회 우리 팀 순위 몇 위 ? > 이번 대회에서 우리 팀 순위는 몇 위야?
연구실 커뮤니케이션 중요하다 . > ",연구실에서의 커뮤니케이션 중요해요.
"아이 급하게 병원 가다 . > 아이가 급하게 병원에 가야 해요.
한국 전통 마을 방문 싶다 . > 한국의 전통 마을을 방문하고 싶어.
부활절 4월 첫 일요일이다 . > 부활절은 4월의 첫 번째 일요일이야
수업 자료 어디 받다 ? > ",수업 자료 어디서 받아요?
"온라인 쇼핑몰 할인코드 어디서 얻다 있다 ? > 온라인 쇼핑몰에서 할인코드는 어디서 얻을 수 있나요?
우체국 택배 보내다 . > 우체국에서 택배를 보냈어.
과학 우리 삶 더 나아지다 하다 . > 과학은 우리 삶을 더 나아지게 해
요즘 들다 노래 추천하다 ? > ",요즘 들어 노래 추천해주세요.
"방송 말미 좋다 노래 마무리 하다 . > 방송 말미에 좋은 노래로 마무리했네.
농인 문화 존중하다 . > 농인 문화를 존중해야 합니다.
치킨 어떤 소스 먹다 ? > 치킨은 어떤 소스로 먹을까?
주스 어떤 과일 들어가다 ? > ",주스에는 어떤 과일이 들어가 있나?
"실패 다음 기회 준비이다 . > 실패는 다음 기회를 위한 준비야
이 바로 행운 시작이다 . > 이게 바로 행운의 시작이야
실험 데이터 이상하다 . > 실험 데이터가 이상해요.
그 수화 배우다 싶다 . > ",그는 수화를 배우고 싶어합니다.
"주말 계획 무엇 이다 ? > 주말 계획이 뭐야?
그녀 아이 양심 중요하다 가르치다 주다 있다 . > 그녀는 아이들에게 양심의 중요성을 가르쳐 주고 있다.
약속 시간 3시 하다 . > 약속 시간은 3시로 하자
대학 강연 듣다 . > ",대학에서 강연을 들었다.
"기말고사 후 학교 휴일 있다 . > 기말고사 후에는 학교 휴일이야.
꽃 주기적 물 주다 . > 꽃을 주기적으로 물을 줘
아이 급하게 약 먹다 . > 아이가 급한 약을 먹어야 해요.
연극 동아리 가입하다 생각하다 . > ",연극 동아리에 가입하려고 생각해.
"연차 사용하다 때 미리 알리다 되다 ? > 연차 사용할 때는 미리 알려야 하나요?
물 마시다 가다 시간 있다 ? > 물 마시러 갈 시간 있을까?
나 그 처음 보다 때 반하다 . > 나는 그를 처음 봤을 때 반했다.
비행기 지연되다 ! > ",비행기가 지연되었어요!
"수면 마스크 원하다 . > 저는 수면 마스크를 원해요.
토끼 키우다 싶다 . > 토끼를 키우고 싶어
일주일 2번 슈퍼마켓 가다 . > 일주일에 두 번 슈퍼마켓에 가
페럿 민첩하다 움직이다 . > ",페럿은 민첩하게 움직여
"공원 개 산책 시키다 . > 공원에서 개를 산책시켜
라이브 공연 녹음 것 보다 더 좋다 . > 라이브 공연은 녹음된 것보다 더 좋다.
스팟터 필요하다 ? > 혹시 스팟터 필요하세요?
오늘 회의 몇 시 시작하다 ? > ",오늘 회의는 몇 시에 시작해요?
"내일 체육 수업 있다 . > 내일은 체육 수업이야.
사회생활 고백 항상 용기 필요하다 . > 사회생활에서의 고백은 언제나 용기가 필요해.
사람 낙하하다 . > 사람들이 낙하했어요.
정말 놀라다 ! > ",정말 놀랍다!
"연구 위해 논문 여러 읽다 . > 연구를 위해 여러 논문을 읽는다.
물 더 주다 . > 물 더 가져와주세요.
그녀 학생 긍정적 마음가짐 가르치다 주다 . > 그녀는 학생들에게 긍정적인 마음가짐을 가르쳐 준다.
나 산 오르다 때마다 감동 받다 . > ",나는 산을 오를 때마다 감동받아.
"친구 사진 찍다 법 배우다 . > 친구와 사진 찍는 법을 배웠다.
이 사이트 멤버십 가입 비용 얼마 ? > 이 사이트에서 멤버십 가입 비용은 얼마인가요?
책 읽다 잠 들다 . > 책을 읽다가 잠이 들었다.
지금 졸업논문 쓰다 바쁘다 . > ",지금 졸업논문 쓰느라 바빠요.
"신제품 어디 전시 되다 있다 ? > 신제품은 어디에 전시되어 있나요?
오늘 아침 부터 비 오다 . > 오늘은 아침부터 비가 왔어.
저녁 친구 만나다 약속하다 . > 저녁에 친구들과 만나기로 했어
이 근처 택시 승차장 있다 ? > ",이 근처에 택시 승차장이 있나요?
"아이 숫자 세다 배우다 . > 아이가 숫자 세는 것을 배웠어.
가족 함께 피크닉 계획 중 . > 가족들과 함께 피크닉 계획 중이야.
추억 장소 다시 방문하다 싶다 . > 추억의 장소에 다시 방문하고 싶어.
웹사이트 개인정보 보호 정책 어디 있다 ? > ",웹사이트에 개인정보 보호 정책은 어디에 있나요?
"그녀 편지 쓰다 . > 그녀에게 편지를 썼다.
아이 학교 친구 잘 지내다 ? > 아이 학교에서 친구들과 잘 지내나?
엄마 어떻게 돼가다 ? > 저희 엄마는 어떻게 돼가나요?
앞 오른쪽 회전하다 . > ",앞에서 오른쪽으로 회전하세요.
"여행 가다 때 무엇 중요하다 생각 ? > 여행 갈 때 뭐 제일 중요하게 생각해요?
햄스터 종종 숨다 . > 햄스터는 종종 숨는다
친구 깜짝 파티 준비 하다 . > 친구들이 생일을 위해 깜짝 파티를 준비했다.
여기 무료 와이파이 제공 ? > ",여기 무료 와이파이 제공하나요?
"연구 주제 바꾸다 . > 연구 주제를 바꾸려고 합니다.
세계 여러 나라 다양하다 문화 있다 . > 세계 여러 나라에서는 다양한 문화가 있어
고려 시대 대표 문화유산 무엇 ? > 고려 시대의 대표적인 문화유산은 뭐에요?
고3 바쁘다 . > ",고3이라 바빠요.
"나 아침 시리얼 먹다 . > 나는 아침마다 시리얼을 먹는다.
영어회화 클래스 듣다 싶다 . > 영어회화 클래스 듣고 싶어요.
가족 보드게임 하다 시간 최고 있다 . > 가족과 보드게임하는 시간이 최고야.
아기 첫 생일 준비 중 . > ",아기 첫 생일 준비 중이야.
"새로운 업데이트 언제 오다 ? > 새로운 업데이트 언제 와?
웹페이지 내용 인쇄하다 어떻게 하다 ? > 웹페이지 내용을 인쇄하려면 어떻게 해야해요?
우리 같다 취미 공유 하다 . > 우리는 같은 취미를 공유했다.
다음 주 시험 있다 공부하다 . > ",다음 주에 시험이 있어서 공부해야 돼요.
"택시 승차 시간 언제 ? > 택시 승차 시간은 언제부터인가요?
여기 어느 도로 타다 가장 빠르다 ? > 여기서 어느 도로를 타면 가장 빠를까요?
내 친구 학교밴드 가입하다 . > 내 친구는 학교밴드에 들어갔어.
실험 결과 만족스럽다 . > ",실험 결과가 만족스러워요.
"몇 일 여행하다 ? > 몇 일 동안 여행하셨어요?
점심 무엇 먹다 ? > 점심 뭐 먹었어?
넷플릭스 계정 공유 가능 ? > 넷플릭스 계정 공유 가능해?
고양이 종종 나무 올라가다 . > ",고양이는 종종 나무에 올라가
"그 추억 나 위로하다 주다 . > 그 추억이 나를 위로해줘.
버스 타다 때 뒷문 타다 되다 ? > 버스에 탈 때 뒷문에서 타도 되나요?
공간 탐사 인류 무한하다 도전이다 . > 공간 탐사는 인류의 무한한 도전이야
마라탕 어떤 재료 들어가다 ? > ",마라탕에는 어떤 재료가 들어가?
"집 있다 시간 많다 좋다 . > 집에 있는 시간이 많아져서 좋아.
포르투갈 포르토 포트 와인 즐기다 . > 포르투갈의 포르토에서는 포트 와인을 즐겼어.
인생 기회 연속이다 . > 인생은 기회의 연속이야
일제 강점기 어떻게 시작 되다 ? > ",일제 강점기는 어떻게 시작되었나요?
"이번 주 트레이닝 스케줄 알다 주다 ? > 이번 주 트레이닝 스케줄 알려줄 수 있어?
우체국 택배 빠르다 안전하다 . > 우체국 택배는 빠르고 안전해.
음료 무엇 마시다 ? > 음료 뭐 마실래?
이 온라인 강의 얼마나 걸리다 ? > ",이 온라인 강의는 얼마나 걸리나요?
"몇 킬로그램 태어나다 ? > 몇 킬로그램으로 태어났나요?
수영장 수영 즐기다 . > 수영장에서 수영을 즐겼어
우리 식당 저녁 먹다 . > 우리는 식당에서 저녁을 먹었다.
집 피아노 치다 것 좋아하다 . > ",집에서 피아노 치는 것을 좋아해
"오늘 정말 피곤하다 일찍 자다 . > 오늘은 정말 피곤해서 일찍 잤다.
과학도서 지식 확장 주다 . > 과학도서는 지식을 확장시켜준다.
무열왕 어떤 일 유명하다 ? > 무열왕은 어떤 일로 유명하죠?
동생 내 기타 만지다 말다 하다 . > ",동생이 내 기타 만지지 말라고 했어.
"고립 사람 찾다 . > 고립된 사람들을 찾아요.
그녀 아이 노래 가르치다 것 좋아하다 . > 그녀는 아이들에게 노래를 가르치는 것을 좋아한다.
수학 문제 풀이 도움 ? > 수학 문제 풀이 좀 도와줄래요?
물 너무 차갑다 . > ",물이 너무 차가워요.
"공항 출구 택시 승차 위치 알리다 . > 공항 출구에서 택시 승차 위치를 알려주세요.
사진 앱 사용 필터 적용 하다 . > 사진 앱을 사용해서 필터를 적용했다.
연못 오리 보다 . > 연못에서 오리들을 봤다.
그 항상 행운 따르다 같다 . > ",그는 항상 행운이 따르는 것 같아
"드론 비행 나 새 세계 보여주다 . > 드론 비행은 나에게 새로운 세계를 보여줘.
주말 무엇 하다 계획 ? > 주말에 뭐할 계획이야?
우리 반 수학여행 가다 오다 . > 우리 반은 수학여행을 갔다 왔어.
너 진심 ? > ",너 진심이야?
"그 회사 주식 투자 가능 ? > 그 회사 주식 투자해도 될까?
야간 11시 조용하다 되다 . > 야간 11시에는 조용해져
고려 원 관계 어떻다 ? > 고려와 원의 관계는 어떠했나요?
요리 시도 하다 실패 하다 . > ",요리를 시도해봤는데 실패했어.
"그 나 키스 하다 . > 그는 나에게 키스를 했다.
어제 무엇 하다 ? > 어제 뭐 했어?
특별하다 주제 책 찾다 있다 . > 특별한 주제의 책을 찾고 있다.
지구 온난화 연구 결과 발표되다 . > ",지구 온난화에 대한 연구 결과가 발표되었다.
"그 행동 나 화나다 만들다 . > 그의 행동은 나를 화나게 했다.
비행기 연착 되다 . > 비행기 연착 됐어.
우체국 몇 시 까지 영업하다 ? > 우체국은 몇 시까지 영업하나?
성과 따르다 평가 받다 . > ",성과에 따라 평가 받을 거에요.
"생일 케이크 초 꽂다 . > 생일 케이크 위에 초를 꽂았다.
내일 저녁 시간 어떻다 ? > 내일 저녁에 시간 어때요?
게임 사운드트랙 좋다 . > 게임 사운드트랙 좋더라.
마을 축제 참석 하다 노래 부르다 춤 추다 . > ",마을의 축제에 참석해서 노래를 부르고 춤을 췄다.
"물건 세관 신고 하다 ? > 물건 세관 신고해야 해?
캐나다 국립공원 야생동물 관찰하다 . > 캐나다의 국립공원에서는 야생동물을 관찰했어.
세상 아직 미지 땅 많다 . > 세상에는 아직 미지의 땅도 많아
선생님 연구 많이 하다 . > ",선생님께서는 연구를 많이 하신다.
"내 주말 계획 알다 주다 . > 내 주말 계획 좀 알려줘.
청각장애인 위한 교육 프로그램 있나요 ? > 청각장애인을 위한 교육 프로그램이 있나요?
얼음물 하나 주다 . > 얼음물 하나 주세요.
엄마 주말 좋다 음식 하다 ? > ",엄마가 주말에 좋은 음식 해준다며?
"책장 다양하다 장르 책 있다 . > 책장에는 다양한 장르의 책들이 있다.
독가스 새다 같다 . > 독가스가 새는 것 같아요.
수족관 물고기 관찰 하다 . > 수족관에서 다양한 물고기를 관찰했다.
경보 계속 울리다 . > ",경보가 계속 울려요.
"여기 국물 요리 맛있다 ! > 여기 국물 요리가 맛있다!
나 늦다 같다 . > 나 늦을 것 같아
워크숍 성과 주제 발표하다 . > 워크숍에서 성과 관련 주제로 발표할 거에요.
수업 중 핸드폰 사용 금지다 . > ",수업 중에 핸드폰 사용이 금지야.
"축제 어떤 행사 있다 ? > 축제에서 어떤 행사가 있나요?
이 요리 가격 얼마 ? > 이 요리는 얼마에요?
내일 시간 어떻다 ? > 내일 시간 어때?
나 여름 유럽 여행 계획 있다 . > ",나는 여름에 유럽 여행을 계획하고 있어.
"너 어떤 음악 좋아하다 ? > 너는 어떤 음악 좋아해?
어떤 주제 책 쓰다 ? > 어떤 주제의 책을 쓰시나요?
이 축제 언제 시작 ? > 이 축제는 언제부터 시작하나요?
교통카드 분실하다 . 어떻게 하다 ? > ",교통카드를 분실했어요. 어떻게 해야하나요?
"희망 없다 삶 힘들다 되다 . > 희망이 없으면 삶이 힘들어져.
그 견해 항상 독창적 . > 그의 견해는 항상 독창적이야.
테러 공격 사망자 수 증가하다 있다 . > 테러 공격으로 인한 사망자 수가 증가하고 있다.
강아지 밖 놀다 싶다 . > ",강아지는 밖에서 놀고 싶어해
"사진 찍다 것 나 취미 이다 . > 사진을 찍는 것은 나의 취미다.
수업 언제 시작 ? > 수업 언제 시작해요?
응급 상황 가방 가져오다 . > 응급 상황 가방을 가져와요.
노래 듣다 기분 좋아지다 . > ",노래를 들으면서 기분이 좋아졌다.
