augmentation_method,idx,gloss,spoken
SR,367,버스 곳 다음 내리다,버스정거장 지나서 내려주세요.
SR,368,버스 곳 다음 차내리다,버스정거장 지나서 내려주세요.
SR,369,버스 곳 저기 다음 곳,버스정거장 지나서 내려주세요.
SR,370,버스 곳 저기 다음 도착 내리다,버스정거장 지나서 내려주세요.
SR,371,버스 곳 저기 다음 도착 차내리다,버스정거장 지나서 내려주세요.
SR,372,버스 곳 맞다,버스정류소에서 내려드릴까요?
SR,373,버스 곳 내리다 맞다,버스정류소에서 내려드릴까요?
SR,374,버스 곳 차내리다 맞다,버스정류소에서 내려드릴까요?
SR,375,버스 곳 맞다,버스승차장에서 내려드릴까요?
SR,376,버스 곳 내리다 맞다,버스승차장에서 내려드릴까요?
SR,377,버스 곳 차내리다 맞다,버스승차장에서 내려드릴까요?
SR,378,버스 곳 맞다,버스정거장에서 내려드릴까요?
SR,379,버스 곳 내리다 맞다,버스정거장에서 내려드릴까요?
SR,380,버스 곳 차내리다 맞다,버스정거장에서 내려드릴까요?
SR,381,버스 곳 맞다,버스정류소에서 내려주세요.
SR,382,버스 곳 내리다 맞다,버스정류소에서 내려주세요.
SR,383,버스 곳 차내리다 맞다,버스정류소에서 내려주세요.
SR,384,버스 곳 맞다,버스승차장에서 내려주세요.
SR,385,버스 곳 내리다 맞다,버스승차장에서 내려주세요.
SR,386,버스 곳 차내리다 맞다,버스승차장에서 내려주세요.
SR,387,버스 곳 맞다,버스정거장에서 내려주세요.
SR,388,버스 곳 내리다 맞다,버스정거장에서 내려주세요.
SR,389,버스 곳 차내리다 맞다,버스정거장에서 내려주세요.
SR,390,버스 타다 곳곳,버스정류소이 어디에 있나요?
SR,391,버스 타다 곳곳,버스승차장이 어디에 있나요?
SR,392,버스 타다 곳곳,버스정거장이 어디에 있나요?
SR,393,부탁본인 일 있다 나 먼저 가다,청한 일이 있어서 먼저 갈게
SR,394,부탁본인 일 있다 나 먼저 가다,청탁한 일이 있어서 먼저 갈게
SR,395,부탁본인 일 있다 나 먼저 가다,당부한 일이 있어서 먼저 갈게
SR,396,부탁본인 일 있다 나 먼저 가다,요청한 일이 있어서 먼저 갈게
SR,397,부탁본인 일 있다 나 먼저 가다,요구한 일이 있어서 먼저 갈게
SR,398,부탁본인 일 있다 나 먼저 가다,부탁한 작업이 있어서 먼저 갈게
SR,399,부탁상대방 괜찮다,청해도 될까
SR,400,부탁상대방 괜찮다,당부해도 될까
SR,401,부탁상대방 괜찮다,요청해도 될까
SR,402,불가능 변하다 가능,불가능한 작업은 없다
SR,403,불행 기억 잊다 새롭다 시작,불행했던 기억은 잊고 다시 착수해봅시다
SR,404,불행 기억 잊다 새롭다 시작,불행했던 기억은 잊고 다시 출발해봅시다
SR,405,불행 기억 잊다 새롭다 시작,불행했던 기억은 잊고 다시 거행해봅시다
SR,406,비행기 추락,항공기가 추락하고 있어요.
SR,407,사거리 전 버스 곳 차내리다,사거리 전 버스정류소 앞에 세워주세요.
SR,408,사거리 전 버스 곳 차내리다,사거리 전 버스승차장 앞에 세워주세요.
SR,409,사거리 전 버스 곳 차내리다,사거리 전 버스정거장 앞에 세워주세요.
SR,410,사람 각각 성격 다르다,사람들은 각각 성질이 다르다
SR,411,사람 각각 성격 다르다,사람들은 각각 성미가 다르다
SR,412,사람 혼자 살다 불가능,인간은 혼자서 살 수 없다
SR,413,누가 갑자기 쓰러지다,인간이 갑자기 쓰러졌어요.
SR,414,사람 물건 무겁다 깔리다,인간이 무거운 물건에 깔렸어요.
SR,415,사랑 사람 잊다 쉽다 어렵다,사랑했던 인간을 잊는건 어렵다
SR,416,사랑 사람 잊다 쉽다 어렵다,사랑했던 분을 잊는건 어렵다
SR,417,살다 너무 힘들다,생활이 너무 버겁다
SR,418,웃다 모습 귀엽다,샐쭉 웃는 형상이 귀엽다
SR,419,웃다 모습 귀엽다,샐쭉 웃는 모양이 귀엽다
SR,420,웃다 모습 귀엽다,샐쭉 웃는 꼴이 귀엽다
SR,421,웃다 모습 귀엽다,샐쭉 웃는 장면이 귀엽다
SR,422,서로 생각 다르다 싸우다 많다,견해가 달라서 많이 싸웠다
SR,423,생각,견해가 달라서 많이 싸웠다
SR,424,서로 생각 다르다 싸우다 많다,의견이 달라서 많이 싸웠다
SR,425,생각,의견이 달라서 많이 싸웠다
SR,426,지하철 철로 핸드폰 떨어지다,선로에 핸드폰을 떨어뜨렸습니다.
SR,427,지하철 철로 핸드폰 떨어지다,선로에 휴대전화를 떨어뜨렸습니다.
SR,428,지하철 철로 핸드폰 떨어지다,선로에 휴대전화기를 떨어뜨렸습니다.
SR,429,선생님 나 기술 가르치다,선생님이 나에게 재능을 가르쳐주셨다
SR,430,선생님 나 기술 가르치다,선생님이 나에게 재주를 가르쳐주셨다
SR,431,점수 나쁘다 우울하다,점수가 나빠서 우울하다
SR,432,나이 병원 예약 부탁,세브란스 병원 검진 예약을 해주세요.
SR,433,나이 병원 예약 부탁,세브란스 병원 진찰 예약을 해주세요.
SR,434,나이 병원 예약 부탁,세브란스 병원 진단 예약을 해주세요.
SR,435,고생 많다,노고가 많았소
SR,436,술 취하다 나무 막대 사람 때리다 ,술 취한 인간이 방망이로 인간들을 때리고 있어요.
SR,437,숨 안되다,호흡이 안 쉬어져요.
SR,438,쉬다 -때 책 읽다 끝,쉬는 시간에 도서를 읽었어
SR,439,쉬다 -때 책 읽다 끝,쉬는 시간에 서적을 읽었어
SR,440,일 편하다 생각 하지마,쉽게 작업 할 생각하지 마라
SR,441,일 편하다 생각 하지마,쉽게 근무 할 생각하지 마라
SR,442,신분당 곳 무엇,신분당선을 타는 위치는 어디인가요?
SR,443,신분당 곳 무엇,신분당선을 타는 장소는 어디인가요?
SR,444,심심하다 무엇,심심할경우 무엇을 하면 좋을까
SR,445,쌍둥이 성격 다르다,쌍둥이도 성질이 다르다
SR,446,쌍둥이 성격 다르다,쌍둥이도 성미가 다르다
SR,447,쌍둥이 낳다 그렇다면 행복 고생 더 2배,쌍둥이를 낳으면 행복과 고난은 두배이다
SR,448,아기 갑자기 토하다,갓난아기가 갑자기 토해요.
SR,449,아기 갑자기 토하다,갓난애가 갑자기 토해요.
SR,450,아기 갑자기 토하다,갓난아이가 갑자기 토해요.
SR,451,아기 갑자기 토하다,젖먹이가 갑자기 토해요.
SR,452,아기 숨 힘들다,갓난아기가 숨을 안 쉬어요.
SR,453,아기 숨 힘들다,갓난애가 숨을 안 쉬어요.
SR,454,아기 숨 힘들다,갓난아이가 숨을 안 쉬어요.
SR,455,아기 숨 힘들다,젖먹이가 숨을 안 쉬어요.
SR,456,아기 장난감 먹다 삼키다,갓난아기가 장난감을 삼켰어요.
SR,457,아기 장난감 먹다 삼키다,갓난애가 장난감을 삼켰어요.
SR,458,아기 장난감 먹다 삼키다,갓난아이가 장난감을 삼켰어요.
SR,459,아기 장난감 먹다 삼키다,젖먹이가 장난감을 삼켰어요.
SR,460,아기 돌보다 힘 없어지다,갓난아기를 돌보면 힘이 빠지는 것 같다
SR,461,아기 돌보다 힘 없어지다,갓난애를 돌보면 힘이 빠지는 것 같다
SR,462,아기 돌보다 힘 없어지다,갓난아이를 돌보면 힘이 빠지는 것 같다
SR,463,아기 돌보다 힘 없어지다,젖먹이를 돌보면 힘이 빠지는 것 같다
SR,464,아기 돌보다 힘 없어지다,영아를 돌보면 힘이 빠지는 것 같다
SR,465,아내 쓰러지다,마누라가 쓰러졌어요.
SR,466,아내 쓰러지다,배우자가 쓰러졌어요.
SR,467,아내 쓰러지다,처가 쓰러졌어요.
SR,468,아내 쓰러지다,부인이 쓰러졌어요.
SR,469,아버지 쉬다 날 때문에 집 계시다,부친께서 공휴일이라 집에 계신다
SR,470,아버지 쉬다 날 때문에 집 계시다,아빠께서 공휴일이라 집에 계신다
SR,471,아버지 쉬다 날 때문에 집 계시다,아버지께서 공휴일이라 댁에 계신다
SR,472,아빠 일 생기다 모두 기억,부친는 그 일을 기억하고 계셨다
SR,473,아빠 일 생기다 모두 기억,아비는 그 일을 기억하고 계셨다
SR,474,아빠 일 생기다 모두 기억,아빠는 그 일을 기억하고 계셨다
SR,475,아빠 딸 미국 보내다 위하여 일 열심히,부친는 딸을 미국으로 유학 보내기 위해 열심히 일했다
SR,476,아빠 딸 미국 보내다 위하여 일 열심히,아비는 딸을 미국으로 유학 보내기 위해 열심히 일했다
SR,477,아빠 딸 미국 보내다 위하여 일 열심히,아빠는 딸을 미국으로 유학 보내기 위해 열심히 일했다
SR,478,아빠 딸 미국 보내다 위하여 일 열심히,아버지는 딸을 미국으로 유학 보내기 위해 열심히 노동했다
SR,479,아빠 딸 미국 보내다 위하여 일 열심히,아버지는 딸을 미국으로 유학 보내기 위해 열심히 근무했다
SR,480,아버지 키우다 했었다 소 팔다 학교 아들 보내다,부친는 키우던 소를 팔아 아들을 학교에 보냈다
SR,481,아버지 키우다 했었다 소 팔다 학교 아들 보내다,아비는 키우던 소를 팔아 아들을 학교에 보냈다
SR,482,아버지 키우다 했었다 소 팔다 학교 아들 보내다,아빠는 키우던 소를 팔아 아들을 학교에 보냈다
SR,483,아버지 늙다 건강 돌보다 필요,부친도 나이가 드셔서 건강을 돌보셔야 한다
SR,484,아버지 늙다 건강 돌보다 필요,아빠도 나이가 드셔서 건강을 돌보셔야 한다
SR,485,아버지 늙다 건강 돌보다 필요,아버지도 연세가 드셔서 건강을 돌보셔야 한다
SR,486,아버지 늙다 건강 돌보다 필요,아버지도 나이가 드셔서 기력을 돌보셔야 한다
SR,487,아빠 방학 때 아들 시골 보내다,부친은 방학이면 아들을 시골에 보냈다
SR,488,아빠 방학 때 아들 시골 보내다,아비는 방학이면 아들을 시골에 보냈다
SR,489,아빠 방학 때 아들 시골 보내다,아버지는 방학이면 아들을 시골에 보냈다
SR,490,아빠 아들 데려가다 박물관 가다,부친은 아들을 박물관에 데리고 갔다
SR,491,아빠 아들 데려가다 박물관 가다,아비는 아들을 박물관에 데리고 갔다
SR,492,아빠 아들 데려가다 박물관 가다,아버지는 아들을 박물관에 데리고 갔다
SR,493,아이 지금 5 되다,어린애가 다섯 살이 되었다
SR,494,아이 지금 5 되다,어린아이가 다섯 살이 되었다
SR,495,아이 지금 5 되다,어린이가 다섯 살이 되었다
SR,496,아기 독 약 삼키다,어린애가 독극물을 삼켰어요.
SR,497,아기 독 약 삼키다,소아가 독극물을 삼켰어요.
SR,498,아기 독 약 삼키다,어린아이가 독극물을 삼켰어요.
SR,499,아기 독 약 삼키다,애가 독극물을 삼켰어요.
SR,500,아기 독 약 삼키다,어린이가 독극물을 삼켰어요.
SR,501,아기 벌 크다 침 팔 주사 쓰러지다,어린애가 말벌에 쏘여서 기절했어요.
SR,502,아기 벌 크다 침 팔 주사 쓰러지다,소아가 말벌에 쏘여서 기절했어요.
SR,503,아기 벌 크다 침 팔 주사 쓰러지다,어린아이가 말벌에 쏘여서 기절했어요.
SR,504,아기 벌 크다 침 팔 주사 쓰러지다,애가 말벌에 쏘여서 기절했어요.
SR,505,아기 벌 크다 침 팔 주사 쓰러지다,어린이가 말벌에 쏘여서 기절했어요.
SR,506,아기 방 갇히다,어린애가 방에 갇혔어요.
SR,507,아기 방 갇히다,어린아이가 방에 갇혔어요.
SR,508,아기 방 갇히다,아동이 방에 갇혔어요.
SR,509,아기 방 갇히다,애가 방에 갇혔어요.
SR,510,아기 방 갇히다,어린이가 방에 갇혔어요.
SR,511,아기 장남감 삼키다,어린애가 장난감을 삼켰어요.
SR,512,아기 장남감 삼키다,소아가 장난감을 삼켰어요.
SR,513,아기 장남감 삼키다,어린아이가 장난감을 삼켰어요.
SR,514,아기 장남감 삼키다,애가 장난감을 삼켰어요.
SR,515,아기 장남감 삼키다,어린이가 장난감을 삼켰어요.
SR,516,아이 혼자 방황,어린애가 혼자 방황하고 있습니다.
SR,517,아이 혼자 방황,어린아이가 혼자 방황하고 있습니다.
SR,518,아이 혼자 방황,아동이 혼자 방황하고 있습니다.
SR,519,아이 혼자 방황,애가 혼자 방황하고 있습니다.
SR,520,아이 혼자 방황,어린이가 혼자 방황하고 있습니다.
SR,521,아이 놀다 곳 실종,어린애를 공원에서 잃어버렸어요.
SR,522,아이 놀다 곳 실종,어린아이를 공원에서 잃어버렸어요.
SR,523,아이 놀다 곳 실종,애를 공원에서 잃어버렸어요.
SR,524,아이 놀다 곳 실종,어린이를 공원에서 잃어버렸어요.
SR,525,낯선 아기 데리다,어린애를 모르는 사람이 데려갔어요.
SR,526,낯선 아기 데리다,어린아이를 모르는 사람이 데려갔어요.
SR,527,낯선 아기 데리다,애를 모르는 사람이 데려갔어요.
SR,528,낯선 아기 데리다,어린이를 모르는 사람이 데려갔어요.
SR,529,낯선 아기 데리다,아이를 모르는 자이 데려갔어요.
SR,530,낯선 아기 데리다,아이를 모르는 인간이 데려갔어요.
SR,531,아이 잃어버리다,어린애를 잃어버렸습니다.
SR,532,아이 없다 잃어버리다,어린애를 잃어버렸습니다.
SR,533,아이 실종,어린애를 잃어버렸습니다.
SR,534,아이 없다 실종,어린애를 잃어버렸습니다.
SR,535,아이 찾다 실종,어린애를 잃어버렸습니다.
SR,536,아이 사라지다 실종,어린애를 잃어버렸습니다.
SR,537,아이 잃어버리다 실종,어린애를 잃어버렸습니다.
SR,538,아이 실종 잃어버리다,어린애를 잃어버렸습니다.
SR,539,아이 잃어버리다,어린아이를 잃어버렸습니다.
SR,540,아이 없다 잃어버리다,어린아이를 잃어버렸습니다.
SR,541,아이 실종,어린아이를 잃어버렸습니다.
SR,542,아이 없다 실종,어린아이를 잃어버렸습니다.
SR,543,아이 찾다 실종,어린아이를 잃어버렸습니다.
SR,544,아이 사라지다 실종,어린아이를 잃어버렸습니다.
SR,545,아이 잃어버리다 실종,어린아이를 잃어버렸습니다.
SR,546,아이 실종 잃어버리다,어린아이를 잃어버렸습니다.
SR,547,아이 잃어버리다,애를 잃어버렸습니다.
SR,548,아이 없다 잃어버리다,애를 잃어버렸습니다.
SR,549,아이 실종,애를 잃어버렸습니다.
SR,550,아이 없다 실종,애를 잃어버렸습니다.
SR,551,아이 찾다 실종,애를 잃어버렸습니다.
SR,552,아이 사라지다 실종,애를 잃어버렸습니다.
SR,553,아이 잃어버리다 실종,애를 잃어버렸습니다.
SR,554,아이 실종 잃어버리다,애를 잃어버렸습니다.
SR,555,아이 잃어버리다,어린이를 잃어버렸습니다.
SR,556,아이 없다 잃어버리다,어린이를 잃어버렸습니다.
SR,557,아이 실종,어린이를 잃어버렸습니다.
SR,558,아이 없다 실종,어린이를 잃어버렸습니다.
SR,559,아이 찾다 실종,어린이를 잃어버렸습니다.
SR,560,아이 사라지다 실종,어린이를 잃어버렸습니다.
SR,561,아이 잃어버리다 실종,어린이를 잃어버렸습니다.
SR,562,아이 실종 잃어버리다,어린이를 잃어버렸습니다.
SR,563,아이 실종 찾다 도움받다,어린애를 잃어버렸습니다. 도와주세요.
SR,564,아이 실종 찾다 도움받다,어린아이를 잃어버렸습니다. 도와주세요.
SR,565,아이 실종 찾다 도움받다,애를 잃어버렸습니다. 도와주세요.
SR,566,아이 실종 찾다 도움받다,어린이를 잃어버렸습니다. 도와주세요.
SR,567,아이 실종 찾다 도움받다 가능,어린애를 잃어버렸습니다. 도와주실 수 있으세요?
SR,568,아이 실종 찾다 도움받다 가능,어린아이를 잃어버렸습니다. 도와주실 수 있으세요?
SR,569,아이 실종 찾다 도움받다 가능,애를 잃어버렸습니다. 도와주실 수 있으세요?
SR,570,아이 실종 찾다 도움받다 가능,어린이를 잃어버렸습니다. 도와주실 수 있으세요?
SR,571,아이 잃어버리다,어린애를 잃어버리셨나요?
SR,572,아이 없다 잃어버리다,어린애를 잃어버리셨나요?
SR,573,아이 실종,어린애를 잃어버리셨나요?
SR,574,아이 없다 실종,어린애를 잃어버리셨나요?
SR,575,아이 찾다 실종,어린애를 잃어버리셨나요?
SR,576,아이 사라지다 실종,어린애를 잃어버리셨나요?
SR,577,아이 잃어버리다 실종,어린애를 잃어버리셨나요?
SR,578,아이 실종 잃어버리다,어린애를 잃어버리셨나요?
SR,579,아이 잃어버리다,어린아이를 잃어버리셨나요?
SR,580,아이 없다 잃어버리다,어린아이를 잃어버리셨나요?
SR,581,아이 실종,어린아이를 잃어버리셨나요?
SR,582,아이 없다 실종,어린아이를 잃어버리셨나요?
SR,583,아이 찾다 실종,어린아이를 잃어버리셨나요?
SR,584,아이 사라지다 실종,어린아이를 잃어버리셨나요?
SR,585,아이 잃어버리다 실종,어린아이를 잃어버리셨나요?
SR,586,아이 실종 잃어버리다,어린아이를 잃어버리셨나요?
SR,587,아이 잃어버리다,애를 잃어버리셨나요?
SR,588,아이 없다 잃어버리다,애를 잃어버리셨나요?
SR,589,아이 실종,애를 잃어버리셨나요?
SR,590,아이 없다 실종,애를 잃어버리셨나요?
SR,591,아이 찾다 실종,애를 잃어버리셨나요?
SR,592,아이 사라지다 실종,애를 잃어버리셨나요?
SR,593,아이 잃어버리다 실종,애를 잃어버리셨나요?
SR,594,아이 실종 잃어버리다,애를 잃어버리셨나요?
SR,595,도착 아직,아직 당도 안 했나요?
SR,596,도착 아직,아직 당도 안 했습니다.
SR,597,아파트 가다,아파트 단지 내부으로 가주세요.
SR,598,아파트 저기,아파트 단지 내부으로 가주세요.
SR,599,아파트 저기 가다,아파트 단지 내부으로 가주세요.
SR,600,아파트 저기 곳,아파트 단지 내부으로 가주세요.
SR,601,아파트 안 곳,아파트 단지 내부으로 가주세요.
SR,602,아파트 안 도착,아파트 단지 내부으로 가주세요.
SR,603,아파트 안 가다,아파트 단지 내부으로 가주세요.
SR,604,저기 아파트 가다,아파트 단지 내부으로 가주세요.
SR,605,아파트 문 가다,아파트 단지 내부으로 가주세요.
SR,606,아파트 저기,아파트 단지 내부으로 들어갈까요?
SR,607,아파트 저기 가다,아파트 단지 내부으로 들어갈까요?
SR,608,아파트 저기 곳,아파트 단지 내부으로 들어갈까요?
SR,609,아파트 안 곳,아파트 단지 내부으로 들어갈까요?
SR,610,아파트 안 도착,아파트 단지 내부으로 들어갈까요?
SR,611,아파트 안 가다,아파트 단지 내부으로 들어갈까요?
SR,612,어디 연기 불 느끼다,어디선가 연기가 나요. 불길이 나고 있는 것 같아요.
SR,613,누가 건물 추락,어떤 인간이 건물에서 추락했어요.
SR,614,누가 교통사고,어떤 인간이 교통사고를 당했어요.
SR,615,누가 교통사고,어떤 분이 교통사고를 당했어요.
SR,616,누가 거리 곳 피 머리 흐르다,어떤 분이 길거리에서 피를 많이 흘리고 있어요.
SR,617,누가 거리 곳 피 머리 흐르다,어떤 사람이 거리에서 피를 많이 흘리고 있어요.
SR,618,누가 거리 곳 피 머리 흐르다,어떤 사람이 길거리에서 혈액를 많이 흘리고 있어요.
SR,619,누가 칼 가지다,어떤 인간이 무기/흉기를 소지하고 있어요.
SR,620,누가 바다 빠지다 헤엄치다,어떤 인간이 바다에 빠졌어요.
SR,621,누가 바다 빠지다 헤엄치다,어떤 분이 바다에 빠졌어요.
SR,622,누가 벼락 엄지손가락,어떤 인간이 벼락을 맞았어요.
SR,623,누가 벼락 엄지손가락,어떤 분이 벼락을 맞았어요.
SR,624,누가 자살 중,어떤 인간이 자살을 시도하고 있어요.
SR,625,누가 자살 중,어떤 분이 자살을 시도하고 있어요.
SR,626,누가 나 죽이다,어떤 인간이 저를 죽이려고 해요.
SR,627,누가 집단폭력,어떤 분이 집단폭력을 당하고 있어요.
SR,628,누가 칼 협박 가지다,어떤 인간이 칼로 위협하고 있어요.
SR,629,누가 칼 살인 피 흐르다,어떤 인간이 칼에 찔려서 피를 많이 흘리고 있어요.
SR,630,누가 칼 살인 피 흐르다,어떤 분이 칼에 찔려서 피를 많이 흘리고 있어요.
SR,631,누가 칼 살인 피 흐르다,어떤 사람이 칼에 찔려서 혈액를 많이 흘리고 있어요.
SR,632,누가 잡다,어떤 인간한테 납치당했어요.
SR,633,어른 만나다 예의 말하다 필요,어르신 앞에선 예의있게 말해야 한다
SR,634,엄마 나이 47 아기 낳다,모친은 마흔 일곱에 막내를 낳으셨다
SR,635,엄마 나이 47 아기 낳다,엄마는 마흔 일곱에 막내를 낳으셨다
SR,636,엄마 나이 47 아기 낳다,어미는 마흔 일곱에 막내를 낳으셨다
SR,637,어제 -보다 오늘 춥다 아니다,어저께보다 오늘이 춥지 않다
SR,638,언니 아기 낳다 4,언니가 애 넷을 낳았다
SR,639,언니 성격 불 같다 화 많다,언니는 성질이 불같다
SR,640,언니 성격 불 같다 화 많다,언니는 성미가 불같다
SR,641,언니 생일 잊다,언니의 생일날을 잊었다
SR,642,언니 생일 잊다,언니의 생신을 잊었다
SR,643,엄마 잔소리 때문에 기분 별로,엄마가 잔소리해서 감정이 별로야
SR,644,여기 기차 되다,여기서 열차를  탈 수 있나요?
SR,645,여기 기차 되다,여기서 열차를  탈 수 있습니다.
SR,646,지하철 곳 옷가게 있다,역사 내부에 옷가게가 있나요?
SR,647,지하철 곳 옷가게 있다,역사 안에 의복가게가 있나요?
SR,648,지하철 곳 옷가게 있다,역사 안에 의상가게가 있나요?
SR,649,지하철 곳 옷가게 있다,역사 내부에 옷가게가 있습니다.
SR,650,지하철 곳 옷가게 있다,역사 안에 의복가게가 있습니다.
SR,651,지하철 곳 옷가게 있다,역사 안에 의상가게가 있습니다.
SR,652,지하철 곳 카페 있다,역사 내부에 커피숍이 있나요?
SR,653,지하철 곳 카페 있다,역사 이내에 커피숍이 있습니다.
SR,654,지하철 곳 카페 있다,역사 내부에 커피숍이 있습니다.
SR,655,지하철 곳 편의점 있다,역사 내부에 편의점이 있나요?
SR,656,지하철 곳 편의점 있다,역사 내부에 편의점이 있습니다.
SR,657,예의 지키다,예법을 지키다
SR,658,오늘 하루 수고,금일도 수고 많으셨습니다.
SR,659,오늘 하루 수고,오늘도 노고 많으셨습니다.
SR,660,오늘 너 배달 맡다,금일은 네가 배달을 맡아
SR,661,오늘 너 배달 맡다,오늘은 너가 배달을 맡아
SR,662,오늘 너 배달 맡다,오늘은 자네가 배달을 맡아
SR,663,예전 일 때문에 기억 애매,오래전 작업이라 좀처럼 기억나지 않는다
SR,664,동안 원래 태어나다 집 가다,오래간만에 고향을 찾다
SR,665,착하다 사람 화 더 무섭다,온순한 인간이 화를 내면 더 무섭다
SR,666,옷 더럽다 심하다 빨래,의복이 너무 더러워서 빨았어
SR,667,옷 더럽다 심하다 빨래,의상이 너무 더러워서 빨았어
SR,668,옷 크다 입다 불가능,의복이 너무 커서 입을 수 없다
SR,669,옷 크다 입다 불가능,의상이 너무 커서 입을 수 없다
SR,670,왼쪽,좌측이요?
SR,671,왼쪽,좌측입니다.
SR,672,요즘 날 따뜻하다 자다,요새 날씨가 따뜻해서 졸려
SR,673,요즘 날 따뜻하다 자다,최근 날씨가 따뜻해서 졸려
SR,674,요즘 남자 얼굴 좋다,요새 남자 얼굴이 좋아보인다
SR,675,요즘 남자 얼굴 좋다,최근 남자 얼굴이 좋아보인다
SR,676,요즘 남자 얼굴 좋다,요즈음 남자 얼굴이 좋아보인다
SR,677,요즘 남자 얼굴 좋다,요사이 남자 얼굴이 좋아보인다
SR,678,요즘 오빠 매일 아침 운동 하다,요새 오빠는 매일 아침 운동을 한다
SR,679,요즘 오빠 매일 아침 운동 하다,요즈음 오빠는 매일 아침 운동을 한다
SR,680,용산역 접근 주차,용산역 인근에 주차하겠습니다.
SR,681,용산역 접근 주차,용산역 근방에 주차하겠습니다.
SR,682,용산역 접근 주차,용산역 부근에 주차하겠습니다.
SR,683,어머니 자녀 독하다 키우다,우리 모친은 자식들을 엄하게 키우셨다
SR,684,어머니 자녀 독하다 키우다,우리 엄마는 자식들을 엄하게 키우셨다
SR,685,아기 갑자기 머리 우산,우리애가 갑자기 의식을 잃었어요.
SR,686,가방  맡기다  무게  한계  몇,위탁 수하물의 무게 제한는 몇 Kg인가요?
SR,687,가방  짐들다  무게  한계  몇,위탁 수하물의 무게 제한는 몇 Kg인가요?
SR,688,가방  맡기다  무게  최고  가능  몇,위탁 수하물의 무게 제한는 몇 Kg인가요?
SR,689,가방  짐들다  무게  최고  가능  몇,위탁 수하물의 무게 제한는 몇 Kg인가요?
SR,690,육교 곳 다음 내리다,다리 지나서 내려드릴까요?
SR,691,육교 곳 다음 차내리다,다리 지나서 내려드릴까요?
SR,692,육교 곳 다음,다리 지나서 내려드릴까요?
SR,693,육교 곳 다음 도착 내리다,다리 지나서 내려드릴까요?
SR,694,육교 곳 다음 도착 차내리다,다리 지나서 내려드릴까요?
SR,695,육교 곳 다음 여기,다리 지나서 내려드릴까요?
SR,696,육교 곳 다음 내리다,다리 지나서 내려주세요.
SR,697,육교 곳 다음 차내리다,다리 지나서 내려주세요.
SR,698,육교 곳 다음,다리 지나서 내려주세요.
SR,699,육교 곳 다음 도착 내리다,다리 지나서 내려주세요.
SR,700,육교 곳 다음 도착 차내리다,다리 지나서 내려주세요.
SR,701,육교 곳 다음 여기,다리 지나서 내려주세요.
SR,702,음악 듣다 중에,가요를 듣고 있어
SR,703,음악 듣다 중에,노래를 듣고 있어
SR,704,일 많다 혼자 불가능,이 많은 작업을 혼자서 맡는건 불가능해
SR,705,병 나다 치료 불가능,이 질병은 치료가 불가능하다
SR,706,병 나다 치료 불가능,이 병환은 치료가 불가능하다
SR,707,병 나다 치료 불가능,이 질환은 치료가 불가능하다
SR,708,저기 나 가지다 괜찮다,이것 내가 가져도 될까
SR,709,저기 너 가지다,이것 너 가져
SR,710,저기 너 가지다,이거 자네 가져
SR,711,오늘 일 나 맡다,이번 업무는 내가 직접 맡는다
SR,712,오늘 일 나 맡다,이번 직무는 내가 직접 맡는다
SR,713,오늘 일 나 맡다,이번 역할는 내가 직접 맡는다
SR,714,낯선 뒤 쫓아오다,이상한 인간이 저를 쫓아와요
SR,715,나 미래 친하다,지금부터 나와 친하게 지내자
SR,716,사람 관계 중요,사람관계는 중요하다
SR,717,일 끝 집 가다,작업을 끝내고 집에 갔어
SR,718,일 끝 집 가다,노동을 끝내고 집에 갔어
SR,719,일 끝 집 가다,근무를 끝내고 집에 갔어
SR,720,일 복수 힘들다,작업을 동시에 하려니 힘들다
SR,721,일 끝 쉬다 원하다,작업을 빨리 끝내고 쉬고 싶어
SR,722,일 끝 쉬다 원하다,노동을 빨리 끝내고 쉬고 싶어
SR,723,일 끝 쉬다 원하다,근무를 빨리 끝내고 쉬고 싶어
SR,724,일 너무 힘들다,작업이 너무 힘들다
SR,725,일 너무 힘들다,노동이 너무 힘들다
SR,726,일 너무 힘들다,근무가 너무 힘들다
SR,727,일 두 가지 일이 겹치다 바쁘다,작업이 많아서 너무 바쁘다
SR,728,일 어렵다,작업이 어려워요
SR,729,핸드폰 잃어버리다 찾다,잃어버린 핸드폰을 찾습니다.
SR,730,핸드폰 잃어버리다 찾다,잃어버린 휴대전화를 찾습니다.
SR,731,핸드폰 잃어버리다 찾다,잃어버린 휴대전화기를 찾습니다.
SR,732,옷 없다 어떻게,입을 의복이 없어 막막해
SR,733,옷 없다 어떻게,입을 의상이 없어 막막해
SR,734,신호등 다음 차내리다,저쪽 신호등 건너서 세워드릴까요?
SR,735,신호등 곳 차내리다,저쪽 신호등 앞에 세워드릴까요?
SR,736,신호등 곳 차내리다,저쪽 신호등 앞에 세워주세요.
SR,737,저기 맞다,저쪽서 내려주세요.
SR,738,저기 내리다 맞다,저쪽서 내려주세요.
SR,739,저기 차내리다 맞다,저쪽서 내려주세요.
SR,740,저기 쓰러지다 119 전화걸다 가능,"저쪽에 사람이 쓰러져 있는데, 119 좀 불러주실 수 있나요?"
SR,741,저기 쓰러지다,저쪽에 사람이 쓰러져 있어요.
SR,742,저기 쓰러지다,저기에 인간이 쓰러져 있어요.
