gloss,spoken
"아파트 안 가다 ? > 아파트 단지 안으로 들어갈까요?
차밀리다 시간 괜찮다 > ",차가 막혀도 괜찮습니다.
"가방 사라지다 실종 ? > 가방을 분실하셨나요?
도움받다 > ",도와주세요.
"약 곳 무엇 ? > 약국은 어디에 있나요?
저기 너 가지다 > ",이거 너 가져
"저 방 갇히다 > 내가 방에 갇혔어요.
빵 집 어디 곳 ? > ",빵집이 어디에 있습니까
"지하철 계단 12 무엇 ? > 12번 출구는 어디에 있나요?
도착 3시 ? > ",3시에 도착하나요?
"계획 끝 일 오늘 시작 > 계획했던 일을 실천했다
육교 곳 다음 차내리다 > ",육교 지나서 내려주세요.
"여기 명동 지하철 ? > 여기가 명동역인가요?
카드 불량 사용 안되다 > ",카드 인식이 안되네요.
"서울역 가다 차내리다 > 서울역으로 가주세요.
손바닥찍다 차내리다 > ",이 주소로 가주세요.
"안경 실종 잃어버리다 > 안경을 잃어버렸습니다.
저기 내리다 맞다 > ",저기서 내려주세요.
"병원 다음 차내리다 > 병원 지나서 내려주세요.
좋다 > ",좋습니다.
"공항 곳 가다 ? > 김포공항으로 갈까요?
쉽다 > ",쉽다
"핸드폰 잃어버리다 실종 > 휴대폰을 잃어버렸습니다.
나 돈 때문에 걱정 -중 > ",돈 때문에 걱정이 많아
"자판기 잘 안되다 죽다 ? > 자판기가 안되나요?
단말기터치 잘 안되다 죽다 ? > ",카드 인식이 안되나요?
"핸드폰 사라지다 실종 > 휴대폰을 잃어버렸습니다.
돈 남다 충분 > ",잔액이 충분합니다.
"맞다 ? > 맞나요?
자판기 길 곳 ? > ",자판기는 어디에 있나요?
"육교 곳 다음 ? > 육교 지나서 내려드릴까요?
책 어디 곳 ? > ",서점은 어디에 있습니까?
"나 대전 살다 -중 > 나는 대전에 살고 있어
따뜻하다 켜다 ? > ",히터 좀 켜드릴까요?
"보통 느끼다 대하여 말하다 > 평소에 느낀 바를 말해라
빨리 접근 가능 ? > ",다와가나요?
"아기 장남감 삼키다 > 아이가 장난감을 삼켰어요.
신호등 횡단보도 여기 ? > ",횡단보도 지나서요?
"중국 먹다 곳 ? > 중식집이 어디에 있습니까?
이마트 다음 곳 내리다 > ",이마트 지나서 내려주세요.
"여기 기차 되다 > 여기서 기차를 탈 수 있습니다.
문제 너무 어렵다 > ",문제가 너무 어려웠다
"청음회관 차내리다 ? > 청음회관에서 내려드릴까요?
공부 끝 > ",공부를 마치다
"가능 ? > 가능한가요?
자판기 불량 > ",자판기가 안되네요.
"청소 귀찮다 > 청소하기 귀찮아
한국농아인협회 내리다 > ",한국농아인협회로 가주세요.
"좌회전 확인 맞다 > 좌회전이 맞습니다.
이마트 곳 저기 다음 내리다 > ",이마트 지나서 내려주세요.
"엘리베이터 무엇 곳 ? > 엘리베이터는 어디에 있나요?
언덕 저기 곳 다음 > ",언덕 지나서 내려주세요.
"가방 실종 잃어버리다 > 가방을 잃어버렸습니다.
여기 내리다 맞다 > ",여기서 내려주세요.
"언덕 저기 곳 다음 도착 차내리다 > 언덕 지나서 내려주세요.
카드 고장 사용 안되다 > ",카드 인식이 안되네요.
"샛길 저기 다음 도착 차내리다 > 골목 지나서 내려주세요.
좌회전 맞다 ? > ",좌회전 해드릴까요?
"호텔 항공 가깝다 어디 ? > 공항 주변에 호텔은 어디있나요?
열쇠 실종 ? > ",열쇠를 잃어버리셨나요?
"가난 그렇지만 행복 > 비록 가난하지만 행복하다
우리 2 만나다 대화 부탁 > ",우리 만나서 이야기 합시다
"기차 곳 내리다 맞다 > 기차역에서 내려주세요.
열쇠 찾다 실종 > ",열쇠를 잃어버렸습니다.
"단말기터치 사용 불가능 고장 > 카드 인식이 안되네요.
진짜 미안 > ",진심으로 미안해
"종로 곳 가다 곳 방법 ? > 종로로 가려면 어떻게 가나요?
지하철 곳 옷가게 있다 ? > ",역사 안에 옷가게가 있나요?
"개 키우다 > 개를 키우다
자판기 안되다 ? > ",자판기가 안되나요?
"좌회전 맞다 ? > 좌회전 맞으시죠?
손바닥찍다 목적 가다 ? > ",이 주소로 갈까요?
"항공 표 어디 곳 ? > 항공사 카운터는 어디에 있습니까?
대로 다음 > ",큰 길 지나서 내려주세요.
"도착 곳 국립박물관 > 목적지는 국립 박물관입니다.
차 맡기다 어디 곳 ? > ",주차대행한 차는 어디에서 찾습니까?
"돈 얼마 맞다 확인 > 요금 확인해주세요.
용산역 접근 주차 > ",용산역 근처에 주차하겠습니다.
"명동 가다 > 명동역으로 가주세요.
나 남편 자녀 있다 > ",나에게는 남편과 자식들이 있다
"아이 사라지다 실종 > 아이를 잃어버렸습니다.
명동 도착 ? > ",명동역으로 갈까요?
"저기 차내리다 맞다 > 저기서 내려주세요.
반갑다 안다 > ",반가워서 안았다
"단말기터치 불량 안되다 > 카드 인식이 안되네요.
괜찮다 > ",괜찮다
"첫차 시간 ? > 첫차는 몇 시인가요?
문 열다 동시에 문자 > ",문을 여는 동시에 문자가 왔다
"친구 감기 전염 같다 > 친구한테 감기 옮은 것 같다
시청 오케이 > ",시청으로 가주세요.
"춥다 켜다 > 에어컨 좀 켜주세요.
항공 가다 검사 어디 곳 ? > ",탑승수속은 어디에서 하나요?
"스타벅스 곳 저기 전 저기 > 스타벅스 못가서 내려주세요.
자전거 있다 ? > ",자전거가 있으세요?
"나사렛 전 내리다 > 나사렛대학교 못가서 내려주세요.
누가 갑자기 쓰러지다 > ",사람이 갑자기 쓰러졌어요.
"춥다 켜다 ? > 에어컨 좀 켜드릴까요?
군청 곳 다음 차내리다 > ",동사무소 지나서 내려주세요.
"카드 또 다르다 없다 ? > 다른 카드 없으세요?
기차 곳 차내리다 맞다 > ",기차역에서 내려주세요.
"일본 먹다 어디 ? > 일식집이 어디에 있습니까?
한국농아인협회 차내리다 > ",한국농아인협회로 가주세요.
"바람 > 바람이 불다
난방 ? > ",히터 좀 켜드릴까요?
"약 어디 곳 ? > 약국은 어디에 있습니까?
기다리다 지루하다 > ",기다리다가 지쳤어
"군청 곳 다음 도착 내리다 > 동사무소 지나서 내려주세요.
주차 1번 어디 곳 ? > ",제1 주차장은 어디에 있습니까?
"너무 춥다 옷 두껍다 입다 > 너무 추워서 옷을 두껍게 입었다
에어컨 끄다 ? > ",에어컨을 꺼드릴까요?
"여기 기다리다 ? > 여기서 기다릴까요?
학교 안 곳 ? > ",학교 안으로 들어갈까요?
"서울농아인협회 차내리다 ? > 서울농아인협회에서 내려드릴까요?
나사렛 전 도착 내리다 > ",나사렛대학교 못가서 내려주세요.
"커피 어디 ? > 커피숍은 어디에 있습니까?
우회전 확인 맞다 > ",우회전이 맞습니다.
"주차 2번 곳 어디 ? > 제2 주차장은 어디에 있습니까?
귀찮다 > ",귀찮다
"돈 > 현금입니다.
아파트 안 곳 > ",아파트 단지 안으로 가주세요.
"항공 가다 검사 어디 ? > 탑승수속은 어디에서 하나요?
1호 곳 무엇 ? > ",1호선을 타는 곳은 어디인가요?
"물품보관 불량 죽다 ? > 물품보관함이 안되나요?
우회전 차내리다 > ",우회전하고 내려주세요.
"요즘 날 따뜻하다 자다 > 요즘 날씨가 따뜻해서 졸려
편지 다음 여기 ? > ",우체국 지나서 내려드릴까요?
"위하다 > 위하다
샛길 저기 곳 ? > ",골목으로 들어갈까요?
"단말기터치 고장 안되다 > 카드 인식이 안되네요.
대로 다음 도착 내리다 ? > ",큰 길 지나서 내려드릴까요?
"한국농아인협회 가다 > 한국농아인협회로 가주세요.
서대문농아인복지관 곳 > ",서대문농아인복지관으로 가주세요.
"카드 되다 > 카드도 됩니다.
담배 곳 ? > ",흡연실은 어디에 있습니까?
"경찰 곳 다음 여기 > 경찰서 지나서 내려주세요.
첫차 시간 ? > ",첫차는 몇 시인가요?
"아래 집 불 > 아랫집에 불이 났어요.
물품보관 불량 죽다 > ",물품보관함이 안되네요.
"좌회전 맞다 ? > 좌회전 해드릴까요?
카드 찾다 실종 ? > ",카드를 분실하셨나요?
"이마트 다음 곳 도착 내리다 > 이마트 지나서 내려주세요.
시계 없다 잃어버리다 > ",시계를 분실하였습니다.
"좌회전 맞다 > 좌회전이 맞습니다.
영수증 받다 > ",영수증을 주세요.
"말해주다 잘못 ? > 잘못 알려주신건가요?
개 죽다 슬프다 > ",강아지가 죽어서 슬펐다
"잠깐 기다리다 부탁 > 잠시만 기다려 주세요.
움직이다 빠르다 > ",빨리 움직여
"자판기 잘 안되다 > 자판기가 안되네요.
우산 없다 실종 > ",우산을 분실하였습니다.
"사진기 없다 잃어버리다 > 카메라를 분실하였습니다.
반지 실종 잃어버리다 > ",반지를 분실하였습니다.
"화장실 어디 곳 ? > 화장실은 어디에 있습니까?
택시 전 곳 저기 > ",택시정류장 못가서 내려주세요.
"단말기터치 사용 불가능 ? > 카드 인식이 안되나요?
내리다 시간 알려받다 > ",내릴 때 알려주세요.
"쉬다 > 쉬다
차따라가다 ? > ",앞 차를 따라갈까요?
"한국 안 착륙 곳 ? > 국내선 입국장이 어디에 있습니까?
편의점 곳곳 ? > ",편의점은 어디에 있나요?
"여기 내리다 맞다 ? > 여기서 내려드릴까요?
사거리 다음 차내리다 ? > ",사거리 지나서 내려드릴까요?
"더럽다 빨리 씻다 > 더러우니까 빨리 씻어
너 마음 궁금 > ",네 생각이 궁금해
"어지럽다 쓰러지다 ? > 어지러워서 쓰러지신건가요?
비행기 추락 > ",비행기가 추락하고 있어요.
"너 -보다 여자 더 마르다 > 너보다 그 여자가 더 말랐어
먹다 곳 ? > ",식당은 어디에 있습니까?
"3 곳 길 방법 ? > 3번 출구로 나가려면 어떻게 가나요?
위 집 불 > ",윗집에 불이 났어요.
"다르다 사람 믿다 속다 > 남의 말을 믿다가 뒤통수를 맞았다
여기 송파 지하철 맞다 > ",여기는 송파역입니다.
"자판기 사용 안되다 > 자판기가 안되네요.
돈 ? > ",현금이세요?
"서대문농아인복지관 차내리다 > 서대문농아인복지관으로 가주세요.
카드 다르다 또 없다 ? > ",다른 카드 없으세요?
"햄버거 어디 곳 ? > 패스트푸드는 어디에 있습니까?
지갑 잃어버리다 > ",지갑을 잃어버렸습니다.
"버스 곳 내리다 맞다 ? > 버스정류장에서 내려드릴까요?
사거리 다음 차내리다 > ",사거리 지나서 내려주세요.
"에어컨 사용 불가능 고장 > 에어컨이 안되네요.
도착 곳 알려주다 ? > ",목적지를 알려드릴까요?
"병원 다음 여기 > 병원 지나서 내려주세요.
항공 짐 검사 두다 곳 ? > ",수하물보관소가 어디에 있습니까?
"나 말 듣다 제발 > 내 말 좀 들어봐
커피 어디 곳 ? > ",커피숍은 어디에 있습니까?
"유리 내리다 ? > 창문을 열어드릴까요?
무섭다 이야기 하지마 제발 > ",무서운 얘기는 제발 그만둬요
"심심하다 > 너무 심심해
서울농아인협회 오케이 ? > ",서울농아인협회에서 내려드릴까요?
"병원 다음 내리다 > 병원 지나서 내려주세요.
나 먼저 가다 수고 > ",나 먼저 갈게 수고해
"우회전 확인 맞다 ? > 우회전 해드릴까요?
서대문농아인복지관 목적 > ",서대문농아인복지관으로 가주세요.
"잘 부탁 > 잘 부탁해
터널 다음 차내리다 > ",터널 지나서 내려주세요.
"에어컨 켜다 ? > 에어컨 좀 켜드릴까요?
백화점 곳 다음 보다 내리다 > ",백화점 지나서 내려주세요.
"반지 실종 > 반지를 분실하였습니다.
신분당 곳 무엇 ? > ",신분당선을 타는 곳은 어디인가요?
"항공 잠 어디 곳 ? > 공항 내 수면실이 어디에 있나요?
따뜻하다 > ",따뜻하다
"착하다 말하다 > 공손히 말하다
물품보관 잘 안되다 죽다 > ",물품보관함이 안되네요.
"보건소 곳 다음 도착 내리다 > 보건소 지나서 내려주세요.
우회전 맞다 ? > ",우회전 맞으시죠?
"우산 잃어버리다 > 우산을 잃어버렸습니다.
가방 없다 잃어버리다 ? > ",가방을 분실하셨나요?
"카드 사용 잘 안되다 ? > 카드 인식이 안되나요?
신호등 전 도착 내리다 > ",신호등 못가서 내려주세요.
"지하철 곳 다음 도착 차내리다 > 지하철역 지나서 내려주세요.
나사렛 가다 > ",나사렛대학교로 가주세요.
"안내소 곳 무엇 ? > 안내소는 어디에 있나요?
대로 다음 도착 차내리다 ? > ",큰 길 지나서 내려드릴까요?
"항공 짐 맡기다 곳 ? > 수하물보관소가 어디에 있습니까?
난방 끄다 ? > ",히터를 꺼드릴까요?
"차 엉덩이 트렁크열다 > 트렁크 좀 열어주세요.
언덕 다음 여기 > ",언덕 지나서 내려주세요.
"터널 다음 도착 내리다 > 터널 지나서 내려주세요.
나사렛 차내리다 오케이 ? > ",나사렛대학교에서 내려드릴까요?
"아기 젖병 어디 ? > 유아 수유실은 어디에 있습니까?
여기 맞다 ? > ",여기서 내려드릴까요?
"지방 버스 곳 ? > 시외버스 승강장은 어디에 있습니까?
좌회전 확인 맞다 ? > ",좌회전 해드릴까요?
"시청 내리다 ? > 시청에서 내려드릴까요?
단말기터치 사용 안되다 고장 > ",카드 인식이 안되네요.
"차밀리다 ? > 차가 막히나요?
차 뒤 들어올리다 ? > ",트렁크 좀 열어드릴까요?
"끝 > 끝났습니다.
대로 다음 내리다 > ",큰 길 지나서 내려주세요.
"나사렛 목적 가다 ? > 나사렛대학교로 갈까요?
나사렛 내리다 > ",나사렛대학교로 가주세요.
"반지 잃어버리다 실종 > 반지를 분실하였습니다.
에어컨 > ",에어컨 좀 켜주세요.
"은행 저기 곳 다음 내리다 > 은행 지나서 내려주세요.
분당 첫차 시간 ? > ",분당선 첫차는 몇 시인가요?
"경찰 저기 곳 다음 내리다 ? > 경찰서 지나서 내려드릴까요?
카드 사용 안되다 고장 ? > ",카드 인식이 안되나요?
"차 맡기다 곳 ? > 주차대행한 차는 어디에서 찾습니까?
50분 정도 > ",50분 정도 소요됩니다.
"불행 만나다 아니다 다행 > 불행 중 다행이다
지하철 몇호 ? > ",몇 호선인가요?
"언덕 저기 곳 다음 도착 내리다 > 언덕 지나서 내려주세요.
홍수 집 물 채우다 > ",홍수가 나서 집이 물에 잠기고 있어요.
"여행 정보 묻다 어디 ? > 관광안내소는 어디에 있습니까?
돈 바꾸다 곳 ? > ",환전은 어디서 하나요?
"보건소 곳 다음 도착 차내리다 > 보건소 지나서 내려주세요.
시청 내리다 ? > ",시청에서 내려드릴까요?
"건너다 내리다 오케이 ? > 건너편에서 내려드릴까요?
한국 먹다 곳 ? > ",한정식집이 어디에 있습니까?
"버스 곳 전 보다 차내리다 > 버스정류장 못가서 내려주세요.
신호등 다음 곳 ? > ",신호등 지나서 내려드릴까요?
"집 벽 넘어지다 > 집 벽이 무너질려고 해요.
저기 맞다 > ",저기서 내려주세요.
"저기 학교 가다 > 학교로 들어가주세요.
빨리 접근 > ",다와갑니다.
"배고프다 먹다 뭐 ? > 배고파 뭐 먹을거야?
유턴 맞다 ? > ",유턴 맞으시죠?
"점수 나쁘다 우울하다 > 선생님이 계신 줄도 모르고 떠들었다
일 없다 나 돕다 부탁 > ",일 없으면 도와줘
"영수증 원하다 ? > 영수증 필요하세요?
불가능반복 > ",이건 불가능해
"돈 > 현금입니다.
자판기 고장 죽다 ? > ",자판기가 안되나요?
"영수증 필요 ? > 영수증 필요하세요?
유턴 맞다 ? > ",유턴 해드릴까요?
"유턴 맞다 ? > 유턴 맞으시죠?
사진기 찾다 실종 > ",카메라를 분실하였습니다.
"몸 아프다 원인 모두 귀찮다 > 몸이 아파서 다 귀찮다
개 미치다 병 물다 > ",광견병에 걸린 개에게 물렸어요.
"차 맡기다 어디 ? > 주차대행한 차는 어디에서 찾습니까?
건너다 오케이 ? > ",건너편에서 내려드릴까요?
"편의점 무엇 곳 ? > 편의점은 어디에 있나요?
설명 다시 > ",다시 설명해주세요.
"버스 곳 차내리다 맞다 > 버스정류장에서 내려주세요.
주변 폭탄 > ",근처에서 폭탄이 터졌어요.
"빨리 접근 되다 > 다와갑니다.
나 가족 행복 살다 > ",우리 가족은 행복하게 살고 있다
"엄마 잔소리 듣다 짜증 > 엄마한테 잔소리를 들었더니 짜증나
돕다 > ",돕다
"알다 > 네. 알겠습니다.
손바닥찍다 내리다 가다 ? > ",이 주소로 갈까요?
"버스 곳 가깝다 > 근처에 버스 정류장이 있습니다.
끝 > ",끝
"낯선 아기 데리다 > 아이를 모르는 사람이 데려갔어요.
불편하다 > ",불편합니다.
"단말기터치 불량 잘 안되다 > 카드 인식이 안되네요.
너무 반갑다 울다 > ",너무 반가워서 눈물이 났다
"막차 시간 ? > 막차는 몇 시인가요?
저기 방 부모님 계시다 ? > ",지금 방에 부모님이 계셔?
"헤어지다 아니다 왜 ? > 왜 헤어지지 않는거야?
나사렛 도착 > ",나사렛대학교로 가주세요.
"은행 저기 곳 다음 내리다 ? > 은행 지나서 내려드릴까요?
항공 목욕 어디 곳 ? > ",공항 내 샤워실이 어디에 있나요?
"신호등 다음 도착 내리다 > 신호등 지나서 내려주세요.
건너다 차내리다 ? > ",건너편에서 내려드릴까요?
"119 곳 다음 여기 > 소방서 지나서 내려주세요.
편지 곳 어디 ? > ",우체국은 어디에 있습니까?
"같다 > 같다
버스 곳 다음 내리다 > ",버스정류장 지나서 내려주세요.
"유리 올리다 > 창문 좀 닫겠습니다.
배 아프다 > ",복통이 심해요
"잠실대교 가다 > 잠실대교로 건너가주세요.
학교 저기 곳 > ",학교로 들어가주세요.
"저기 쓰러지다 > 저기에 사람이 쓰러져 있어요.
제일 쉽다 무엇 공부 > ",공부가 가장 쉬웠어요
"차 뒤 엉덩이 들어올리다 > 트렁크 좀 열어주세요.
학교 가다 > ",학교로 들어가주세요.
"세금 공짜 곳 어디 ? > 면세점은 어디에 있습니까?
수고 > ",수고했어
"샛길 다음 내리다 ? > 골목길 지나서 내려드릴까요?
위로 필요하다 ? > ",위로해줄까?
"자전거 있다 > 자전거가 있습니다.
실수하다 ? > ",실수인가요?
"여의도 방법 ? > 여의도로 가려면 어떻게 가나요?
명동 목적 ? > ",명동역으로 갈까요?
"엘리베이터 불량 사용 불가능 > 엘리베이터가 안되네요.
난방 끄다 ? > ",히터를 꺼드릴까요?
"햄버거 곳 어디 ? > 패스트푸드는 어디에 있습니까?
자판기 불량 죽다 ? > ",자판기가 안되나요?
"은행 번호 받다 > 계좌번호 알려주세요
에어컨 불량 잘 안되다 > ",에어컨이 안되네요.
"샛길 곳 ? > 골목으로 들어갈까요?
군청 곳 다음 곳 ? > ",주민센터 지나서 내려드릴까요?
"놀다 > 놀다
우산 없다 실종 ? > ",우산을 잃어버리셨나요?
"아기 낳다 오다 > 아기를 낳을것 같아요.
휠체어 빌리다 곳 ? > ",휠체어 대여소가 어디에 있습니까?
"군청 곳 다음 내리다 > 동사무소 지나서 내려주세요.
도착 곳 명동 지하철 > ",목적지는 명동역입니다.
"지하철 곳 편의점 있다 > 역사 안에 편의점이 있습니다.
만나다 반갑다 > ",만나서 반가워
"병원 곳 ? > 의무실은 어디에 있습니까?
학교 안 도착 ? > ",학교 안으로 들어갈까요?
"할머니 갑자기 쓰러지다 > 할머니가 갑자기 쓰러지셨어요
돈주다 돈얼마 ? > ",얼마인가요?
"난방 켜다 > 히터 좀 켜주세요.
가방 사라지다 실종 > ",가방을 잃어버렸습니다.
"물 컵 곳 어디 ? > 정수기는 어디에 있습니까?
버스 전 곳 저기 내리다 > ",버스정류장 못가서 내려주세요.
"너무 덥다 공부 못하다 > 더워서 공부를 못하겠다
사거리 다음 > ",사거리 지나서 내려주세요.
"건너다 내리다 오케이 > 건너편에서 내려주세요.
자판기 잘 안되다 ? > ",자판기가 안되나요?
"에어컨 켜다 > 에어컨 좀 켜주세요.
기차 곳 차내리다 맞다 > ",기차역에서 내려주세요.
"카드 ? > 카드 결제 되나요?
영어 배우다 원하다 > ",영어를 배우고 싶어
"보건소 곳 다음 내리다 > 보건소 지나서 내려주세요.
돕다본인 감사 > ",도와줘서 고마워
"산 뱀 물다 > 산에서 뱀에게 물렸어요.
버스 곳 맞다 ? > ",버스정류장에서 내려드릴까요?
"짐 없다 ? > 짐은 없으세요?
엘리베이터 고장 사용 불가능 > ",엘리베이터가 안되네요.
"엘리베이터 곳 무엇 ? > 엘리베이터는 어디에 있나요?
서울역 목적 가다 > ",서울역으로 가주세요.
"난방 불량 사용 불가능 > 히터가 안되네요.
멀리 오다 수고 많다 > ",먼길 오느라 수고 많았어
"백화점 다음 저기 곳 저기 > 백화점 지나서 내려주세요.
바쁘다 아니다 만나다 > ",안 바쁘면 만나
"우회전 맞다 ? > 우회전 해드릴까요?
사거리 다음 도착 내리다 ? > ",사거리 지나서 내려드릴까요?
"쉬다 -하다가 다시 시작 > 쉬었다가 다시 시작하자
안내소 곳곳 ? > ",안내소는 어디에 있나요?
"짐 있다 > 짐이 있습니다.
에어컨 켜다 ? > ",에어컨 좀 켜드릴까요?
"약 곳 ? > 약국은 어디에 있습니까?
여기 차내리다 맞다 ? > ",여기서 내려드릴까요?
"가능 > 가능
서울역 내리다 가다 > ",서울역으로 가주세요.
"내리다 > 창문 좀 열겠습니다.
에어컨 불량 사용 안되다 > ",에어컨이 안되네요.
"기차 곳 내리다 맞다 ? > 기차역에서 내려드릴까요?
항공 목욕 곳 어디 ? > ",공항 내 샤워실은 어디에 있나요?
"눈 크다 > 눈이 크다
접근 도착 가능 ? > ",다와가나요?
"카드 사용 불가능 안되다 ? > 카드 인식이 안되나요?
춥다 때문에 따뜻하다 입다 약속 > ",날이 추우니 따뜻하게 입어
"가방 실종 > 가방을 잃어버렸습니다.
세금 공짜 어디 ? > ",면세점은 어디에 있습니까?
"도착 곳 알려받다 > 목적지를 알려주세요.
터널 다음 내리다 > ",터널 지나서 내려주세요.
"사거리 다음 도착 내리다 ? > 사거리 지나서 내려드릴까요?
보청기 없다 잃어버리다 > ",보청기를 잃어버렸습니다.
"하다 > 하다
버스 곳 내리다 맞다 ? > ",버스정류장에서 내려드릴까요?
"지하철 어디 ? > 지하철 승강장은 어디에 있습니까?
손바닥찍다 도착 > ",이 주소로 가주세요.
"문제 쉽다 > 문제가 쉬웠어요
택시 어디 곳 ? > ",택시 승강장은 어디에 있습니까?
"덥다 > 덥다
무섭다 눈감다 > ",무서워서 눈을 꼭 감았다
"한국농아인협회 곳 > 한국농아인협회로 가주세요.
여기 내리다 맞다 ? > ",여기서 내려드릴까요?
"지하철 지하위 곳곳 ? > 출구가 어디에 있나요?
군청 곳 다음 도착 차내리다 > ",동사무소 지나서 내려주세요.
"미래 의사 원하다 > 커서 의사가 되고 싶다
귀엽다 > ",귀엽다
"도착 알려주다 ? > 도착하면 알려드릴까요?
신호등 전 도착 차내리다 > ",신호등 못가서 내려주세요.
"아니다 > 아닙니다.
여기 내리다 맞다 ? > ",여기서 내려드릴까요?
"종로 목적 가다 길 방법 ? > 종로로 가려면 어떻게 가나요?
한국농아인협회 차내리다 > ",한국농아인협회로 가주세요.
"1호 곳 > 1호선을 타는 곳입니다.
천안아산역 가다 > ",천안아산역으로 가주세요.
"사거리 다음 내리다 > 사거리 지나서 내려주세요.
대로 다음 도착 내리다 > ",큰 길 지나서 내려주세요.
"누가 교통사고 > 어떤 사람이 교통사고를 당했어요.
샛길 저기 > ",골목으로 들어가주세요.
"나 -보다 더 잘하다 소심 > 나보다 잘해서 의기소침해졌다
공기청정기 불량 고장 > ",공기청정기가 안되네요.
"불편하다 있다 신고 > 불편한 점이 있으시면 민원을 넣으세요.
한국농아인협회 도착 > ",한국농아인협회로 가주세요.
"물 깨끗하다 > 물이 정말 맑다
되다 > ",되다
"기차 곳 차내리다 맞다 ? > 기차역에서 내려드릴까요?
이마트 곳 저기 다음 저기 > ",이마트 지나서 내려주세요.
"택시 전 저기 내리다 > 택시정류장 못가서 내려주세요.
따뜻하다 그만 > ",에어컨을 꺼주세요.
"우회전 맞다 > 우회전이 맞습니다.
카드 없다 잃어버리다 > ",카드를 잃어버렸습니다.
"가다 빨리 방법 ? > 가장 빠른 길은 무엇일까요?
샛길 여기 가다 ? > ",골목으로 들어갈까요?
"지금 내리다 맞다 ? > 지금 내려드릴까요?
가능 > ",난 할 수 있다
"싸우다 하지마 친하다 > 싸우지 말고 친하게 지내
고속 빨리 ? > ",고속도로가 빠른가요?
"아기 갑자기 토하다 > 아기가 갑자기 토해요.
집 불 > ",집에 불이 났어요.
"수어 느리다 부탁 > 수어를 천천히 해주시기 바랍니다.
동굴 무너지다 감히다 > ",터널이 무너져 갇혔어요.
"나사렛 ? > 나사렛대학교에서 내려드릴까요?
응급실 목적 > ",응급실로 가주세요.
"1호 갈아타다 목적 > 1호선으로 환승하려고 합니다.
카드 다르다 교환하다 > ",다른 카드를 주세요.
"계획 > 계획
빨리 오다 > ",빨리 와
"감독 맡다 > 감독을 맡다
샛길 저기 다음 도착 내리다 > ",골목 지나서 내려주세요.
"살다 > 살다
뒤 트렁크닫다 ? > ",트렁크 좀 닫아드릴까요?
"배고프다 먹다 무엇 ? > 배고픈데 뭐 먹을까?
차 타다 > ",자동차를 타다
"실수하다 > 실수입니다.
기억 모두 잊다 부탁 > ",그 기억들은 깨끗이 잊어라
"카드 고장 잘 안되다 ? > 카드 인식이 안되나요?
느리다 하지마 빨리 오다 > ",늦지 말고 빨리와
"지금 전화 해보다 > 가기전에 먼저 전화로 물어보자
버스 곳 전 보다 차내리다 > ",버스정류장 못가서 내려주세요.
"택시 여기 되다 > 여기서 택시를 탈 수 있습니다.
중요 > ",중요
"육교 곳 다음 여기 > 육교 지나서 내려주세요.
대로 다음 여기 > ",큰 길 지나서 내려주세요.
"학교 문 가다 > 학교로 들어가주세요.
얼굴 여드름 나다 > ",얼굴에 여드름이 났다
"열심히 공부 > 열심히 공부해
군청 곳 다음 차내리다 > ",동사무소 지나서 내려주세요.
"손바닥찍다 가다 차내리다 ? > 이 주소로 갈까요?
경찰 저기 곳 다음 내리다 > ",경찰서 지나서 내려주세요.
"여기 맞다 ? > 여기서 내려드릴까요?
육교 곳 다음 차내리다 ? > ",육교 지나서 내려드릴까요?
"육교 곳 다음 도착 차내리다 > 육교 지나서 내려주세요.
대로 다음 도착 내리다 > ",큰 길 지나서 내려주세요.
"나 ? > 저요?
지갑 찾다 실종 > ",지갑을 잃어버렸습니다.
"춥다 끄다 > 에어컨 좀 꺼주세요.
이마트 다음 곳 차내리다 > ",이마트 지나서 내려주세요.
"카드 > 카드도 됩니다.
물품보관 사용 안되다 > ",물품보관함이 안되네요.
"언덕 저기 곳 다음 차내리다 > 언덕 지나서 내려주세요.
1호 갈아타다 > ",1호선으로 갈아타세요.
"좌회전 확인 맞다 ? > 좌회전 맞으시죠?
백화점 다음 곳 보다 차내리다 > ",백화점 지나서 내려주세요.
"여기 > 이것입니다.
육교 곳 다음 차내리다 ? > ",육교 지나서 내려드릴까요?
"강아지 보다 > 강아지를 보고 있다
학교 도착 > ",학교로 들어가주세요.
"보청기 없다 실종 > 보청기를 잃어버렸습니다.
아기 방 갇히다 > ",아이가 방에 갇혔어요.
"춥다 > 춥다
물품보관 고장 죽다 > ",물품보관함이 안되네요.
"기억 > 기억하고 있니
매일 만나다 > ",매일 만나다
"대로 다음 도착 내리다 ? > 큰 길 지나서 내려드릴까요?
4사람 > ",모두 4명입니다.
"서울 기차 장소 가다 방법 ? > 서울역까지 어떻게 가나요?
반지 사라지다 실종 > ",반지를 분실하였습니다.
"알다 > 알겠습니다.
육교 곳 다음 도착 내리다 ? > ",육교 지나서 내려드릴까요?
"일 복수 힘들다 > 일을 동시에 하려니 힘들다
누가 나 죽이다 > ",어떤 사람이 저를 죽이려고 해요.
"우회전 맞다 ? > 우회전 맞으시죠?
아파트 문 가다 > ",아파트 단지 안으로 가주세요.
"미안 잊다 듣다 못하다 > 미안해요 잠시 깜박했나봐요
유턴 맞다 ? > ",유턴 해드릴까요?
