gloss,spoken
상대 잘 안되다 사용 불가능,상대가 안되네요.
이익 손해 불량 잘 안되다,이해이 안되네요.
지금 끝 문제 많다,그 동안 문제가 많으셨습니다
기운 먹다 가다,기운나고 밥 먹으러 가자
나무 빽빽하다 곳 다음 여기,숲 지나서 내려주세요.
여자 아기 자다 얼굴 보다 다정 미소,그녀는 잠든 아이의 얼굴을 보고 다정한 미소를 지었다
설명 고장 사용 안되다 ?,설명이 안되나요?
문제 아무다 아무 말해 약속,문제가 생기면 아무한테 말해
길 잃어버리다,길을 잃어버렸습니다.
나무 빽빽하다 곳 다음 내리다 ?,숲 지나서 내려드릴까요?
나 말 쓰다 아니다 왜,왜 내말을 쓰지 않아
중 사이 -때 쉬다 원하다,중간에 쉬고 싶어
폐 몸 끼다,폐에 몸이 끼었어요.
바람 곳 다음 차내리다 ?,바람 지나서 내려드릴까요?
곰 놀다 곳 놀다 팔 잡다,곰이 놀이터에서 놀다가 팔이 부러졌어요.
차 맡기다 여기 ?,주차대행한 차는 여기에서 찾습니까?
오늘 너 배달 날다,오늘은 네가 배달을 날아
오락 놀다 복수 힘들다,게임을 동시에 하려니 힘들다
돈 잃어버리다 버리다 중에,돈을 잃어버려서 버리고 있어
배 넘어지다 서다 불가능,배를 타다가 넘어져서 못 일어나겠어요.
거짓 죽다 오빠 매일 아침 운동 하다,가사 오빠는 매일 아침 운동을 한다
저기 움직이다 하지마 불안,"불안해, 움직이지마"
몸춥몸다몸 몸끄몸다몸,몸 좀 꺼주세요.
기타 다르다 또 없다 ?,다른 기타 없으세요?
비다 곳 나다 치료 불가능,이 공간은 치료가 불가능하다
하늘 보다 이동 편하다,하늘을 보면 이동이 편하다
시 지다 가다 내리다 ?,김포시청으로 갈까요?
시간 갈아타다 곳곳 도움받다,시간 갈아타는 것 좀 도와주세요.
생명 몸 사용 잘 안되다 ?,생체 인식이 안되나요?
책 무엇 ?,서점은 무엇에 있습니까?
차 버리다,자동차를 버리다
한국 안 다르다 나라 착륙 여기 곳 ?,국제선 입국장이 여기에 있습니까?
뺨 병 아프다,뺨이 아프다
항공 짐 검사 두다 그 곳 ?,수하물보관소가 저기에 있습니까?
미래 위해 미리 승리 필요하다,미래를 위해 승리해야 한다
말 사람 잊다 쉽다 어렵다,말했던 사람을 잊는건 어렵다
나무 이용 만들다 잎 벌레 많다,나무로 만든 잎은 벌레가 많다
시간 곳 다음 보다 차내리다,시간 지나서 내려주세요.
항공 표 곳 무엇 ?,항공사 카운터는 무엇에 있습니까?
키 작다 마음 세다,키는 작아도 마음은 세다
바람 흔들리다,바람이 흔들려요.
저기 일 잊다 싫다,그 일은 잊기 싫어
집중 사용 불가능 안되다,집중이 안되네요.
일 친구 실종 ?,동료를 잃어버리셨나요?
나무 빽빽하다 곳 다음,숲 지나서 내려주세요.
미래 찾다 가다 곳 방법 ?,미래로 가려면 어떻게 가나요?
짧다 동안 문 틈 핸드폰 떨어지다,잠시 틈 사이로 휴대폰이 떨어졌습니다.
방 안 도착,방 안으로 들어가주세요.
턱 없다 심심하다,할 턱이 없어서 심심하다
어느 곳 송파 지하철 맞다 ?,어디가 송파역인가요?
저기 일 버리다 싫다,그 일은 버리기 싫어
지하철 안 에어컨 악취,객실 에어콘에서 불쾌한 악취가 납니다.
차 빌리다 어디 집 ?,렌트카를 빌리는 집은 어디에 있습니까?
태양 곳 무엇 ?,태양이 어디에 있나요?
한국 항공 표 그 곳 ?,대한항공 카운터는 저쪽에 있습니까?
냉장고 전기 그치다,냉장고에 전기가 나갔어요.
여자 말 좋다 돌보다 노력,그 여자는 말이 좋으니깐 친절히 돌봐줄거야
애 미치다 병 물다,광견병에 걸린 애에게 물렸어요.
밖 싸움 단체 장 부르다 부탁,밖에 싸움이 났어요. 대장을 불러주세요.
나무 이용 만들다 세상 벌레 많다,나무로 만든 세상은 벌레가 많다
쌍둥이 낳다 그렇다면 돈 고생 더 2배,쌍둥이를 낳으면 돈과 고생은 두배이다
바람 다음 도착 차내리다 ?,바람 지나서 내려드릴까요?
집중 불량 사용 안되다,집중이 안되네요.
나 오랜만 어머니 만나다 기쁘다,나는 오랜만에 어머니를 만나서 기뻤다
지하철 여기 ?,지하철 승강장은 여기에 있습니까?
우산 잃어버리다 보관 곳곳 ?,"우산을 잃어버렸는데, 분실물은 어디서 찾나요?"
갚다 납부 보류 자연 미루다,보상이 보류되어 미루게 되었다
감독 받다,감독을 받다
생명 몸 불량 잘 안되다,생체 인식이 안되네요.
여기 곳 서대문구 홍제동 한양 아파트 집 위 곳 불 추락 목적 서다,여기 서대문구 홍제동 한양아파트인데 옥상에서 불이 떨어지려고해요.
가방 비행기 안 가지다 한도 한계 몇 ?,기내 수하물의 한도 한도는 몇 Kg인가요?
인천 버스 곳 ?,인천 시내로 가는 버스 승강장은 어디에 있습니까?
애 마음 좋다 돌보다 노력,그 애는 마음이 좋으니깐 친절히 돌봐줄거야
불행 기억 멈추다 새롭다 시작,불행했던 기억은 멈추고 다시 시작해봅시다
아기 임시 빌리다 곳 ?,임시 대여소가 어디에 있습니까?
차 빌리다 그 곳 곳 ?,렌트카를 빌리는 곳은 저기에 있습니까?
백 백 빌딩 항공 가깝다 어디 곳 ?,공항 주변에 백화점은 어디있나요?
약 곳 여기 ?,약국은 여기에 있습니까?
도착 분 저녁 9시 정도,도착분은 오후 9시가 되겠습니다
지금 하루 수고,지금도 수고 많으셨습니다.
상세 어디 ?,상세 승강장은 어디에 있습니까?
자동 문열다 출입 싶다 장애 곳 ?,자동출입장애를 하려고 하는데 어디서 하나요?
일 곳 사라지다 실종,일자리를 잃어버렸습니다.
원하다 알려주다 ?,원하면 알려드릴까요?
나 오랜만 친구 만나다 기쁘다,나는 오랜만에 친구를 만나서 기뻤다
사랑 가능 ?,사랑 할 수 있을까요?
비행기 안 피자 가지다 가능 ?,피자를 기내에 가져갈 수 있나요?
도착 위치 알려받다,도착 위치 좀 알려주세요.
아래 집 일,아랫집에 일이 났어요.
북 부 곳 다음 여기 ?,북부정류장 지나서 내려드릴까요?
짐 무게 초과 할인 돈주다 어디 ?,수하물 할인요금은 어디서 내나요?
아프다 먹다 불가능,아파서 못 먹을것 같아요.
오늘 돈 받다 중에 행복,지금 돈을 받고 있어서 행복하다
거리 다니다 -중,거리를 다니고 있어
딸 학교 다니다 -중,딸이 학교을 다니고 있어
나 돈 때문에 돈 -중,돈 때문에 돈이 많아
북 부 곳 저기 다음 도착 내리다 ?,북부정류장 지나서 내려드릴까요?
여자 쉼쉬다 안되다,여자가 숨을 안 쉬는 것 같아요.
용기 잃어버리다 실종,용기를 잃어버렸습니다.
여자 아기 자다 물 울다 보다 행복 미소,그녀는 잠든 아이의 눈물을 보고 행복한 미소를 지었다
먹다 손가락질 베다,욕을 하다가 손가락을 칼에 베였어요.
상처 받다 기억,상처 받았다면 기억해
짜장 굽다 가다,짜장면 굽으러 갈래
서비스 짐 맡기다 가능 ?,서비스를 위탁 수하물로 보낼 수 있나요?
상처 받다 부탁,상처 받았다면 부탁해
생명 몸 사용 안되다 고장 ?,생체 인식이 안되나요?
종이 이용 집 만들다,종이로 집을 만들다
저기 일 그만두다 물러나다 싫다,그 일은 그만두기 싫어
아이 숨 힘들다,아이가 숨을 안 쉬어요.
핸드폰 위치 필요 ?,휴대폰 위치를 알려드릴까요?
답 없다,답이 없어
중 사이 전 저기 곳 저기,중간정류장 못가서 내려주세요.
애 낳다 그렇다면 행복 고생 더 2배,애를 낳으면 행복과 고생은 두배이다
텔레비전 연극 보다 슬프다,드라마를 봤더니 슬펐다
때 같다 아마,때가 올 것 같다
돈 많다 하루 갚다 마음 열심 불마음 열심,그 많은 돈을 하루만에 갚는건 불성실해
물 저기 곳 다음 차내리다 ?,물 지나서 내려드릴까요?
공항 방문 농인 위하다 땅 그리다 드리다,공항을 이용하시는 농인들을 위한 지도를 제공하고 있습니다.
다시 쓰다 기쁘다,다시 쓰게 되어 정말 기쁘다
친구 사라지다 실종,친구를 잃어버렸습니다.
원고 보내다 시간 저녁 9시 정도,투고시간은 오후 9시가 되겠습니다
화장실 가다 짐 빼다 부탁,화장실에 다녀올테니 잠깐 짐 좀 빼아주세요
아버지 새벽 4 매일 일어나다,아버지는 매일 새벽 4시에 일어나신다
사람 동시에 일어나다,사람들이 동시에 일어났다
소화 불량,소화가 안되네요.
너무 춥다 옷 두껍다 되다,너무 추워서 옷을 두껍게 되었다
홍수 불 물 채우다,홍수가 나서 불이 물에 잠기고 있어요.
집 가다 피 흐르다 계시다 아니다,집에 와보니 피가 안 계셨다
구분 고장 잘 안되다 ?,구분이 안되나요?
요즘 사람 얼굴 좋다,요즘 사람 얼굴이 좋아보인다
공중 내리다 ?,공중에서 내려드릴까요?
북 부 곳 저기 다음 곳 ?,북부정류장 지나서 내려드릴까요?
한국 먹다 여기 ?,한정식집이 여기에 있습니까?
자연 기계 가능 ?,자동 결제 되나요?
언니 자신 너무 작다,언니는 자신이 유난히 작다
하나 다음 타다 ?,다음 역에서 타시나요?
이익 손해 안되다 ?,이해가 안되나요?
시간 어렵다 ?,시간이 어려우신가요?
돈 선택 잘못하다,선택을 잘못하였습니다.
형 물건 필요 동생 시키다 물건 장소 보내다,형은 물건을 사오라고 동생을 서점에 보냈다
기분 나쁘다 말하다 가지다 하지마,기분 나쁘게 말하지 마세요
아빠 아들 데려가다 나중 가다,아빠는 아들을 나중에 데리고 갔다
밖 춥다 돌아보다 하지마 집 계시다,밖은 추우니 돌아보지 말고 집에 있어
싸움 시작 심심하다,싸움이 시작했는데 심심하다
딸 외국 보내다,딸을 외국에 보내다
새벽 되다 세상 노랗다 변하다,새벽이 되면 온 세상이 노랗다
보물 무엇 곳 ?,보물이 어디에 있나요?
영어 만들다 원하다,영어를 만들고 싶어
컴퓨터,컴퓨터를 매주세요.
짐 무게 초과 할인 돈주다 어디 곳 ?,수하물 할인요금은 어디서 내나요?
공 크다 입다 불가능,공이 너무 커서 입을 수 없다
남자 사랑 궁금 물어보다,그의 사랑은 어떤지 물어보았다
몸 힘들다 시간 편하다,몸은 힘들지만 시간을 편하다
새벽 시작 해라,새벽부터 시작해라
길 가다 어렵다,길가기가 어렵다
우회전 하다 ?,우회전 하으시죠?
생각 식꼿생각 식다생각 식,주의를 매주세요.
나 마음 불행,내 마음은 불행하다
부 자녀 독하다 키우다,우리 부는 자식들을 엄하게 키우셨다
미소 없다 잃어버리다 ?,미소를 잃어버리셨나요?
서울 버스 곳 무엇 ?,서울 시내로 가는 버스 승강장은 무엇에 있습니까?
지방 버스 어느 시간 곳 ?,시외버스 승강장은 언제에 있습니까?
하늘 치다 마음 편하다,하늘을 치면 마음이 편하다
여자 잔소리 때문에 기분 별로,여자가 잔소리해서 기분이 별로야
말하다 알려받다 ?,말하면 알려주시나요?
말하다 원하다,말하고 싶다
소원 등록 고장 잘 안되다 ?,지원이 안되나요?
손 들다 가다 쏘다,꼼짝말고 손들어 가면 쏜다
심판 전화걸다,심판을 부르세요.
서울 가다 목적 지하철 번호 ?,서울로 가려면 몇 호선을 타야하나요?
아이스크림 먹다 위하다 일본 가다,아이스크림을 먹기 위해 일본에 갔다
쉬다 -때 이야기 글 읽다 끝,쉬는 시간에 소설을 읽었어
아프다 원인 관 입원,아파서 관에 입원했다
소리 고장 흐르다,소리가 새고 있는 것 같아요.
성격 다르다 불편,성격이 달라서 불편했다
항공 쉬다 서비스 곳 이것 곳 ?,항공사 라운지는 이곳에 있습니까?
꿈 곳곳 ?,꿈은 어디에 있나요?
돈 많다 하루 시간 흐르다 가능 불가능,그 많은 돈을 하루만에 보내는건 불가능해
범위 저기 ?,범위 안으로 들어갈까요?
용기 나다 나 말해 약속,용기가 생기면 나한테 말해
아기 자유 빌리다 곳 ?,자유 대여소가 어디에 있습니까?
여자 누구 친하다 친구,그녀는 누구와 아주 친한 친구야
먹다 기침 베다,기침을 하다가 손가락을 칼에 베였어요.
자동 문열다 자연 기계 싶다 신고 곳 ?,자동자동신고를 하려고 하는데 어디서 하나요?
원하다 알려받다 ?,원하면 알려주시나요?
장사 불량 사용 불가능,장사가 안되네요.
정신 사라지다 실종,정신을 잃어버렸습니다.
지하철 철로 기름 떨어지다,선로에 기름을 떨어뜨렸습니다.
겨울 끝 눈 빨리 다가오다,겨울이 끝나면 눈이 온다
집 차 거리 1시간,집까지 차를 타면 1시간이다
교통사고 집 물 채우다,교통사고가 나서 집이 물에 잠기고 있어요.
보물 잃어버리다 실종,보물을 분실하였습니다.
사랑 계시다 누구,사랑에 누구 계셔
무릎 씨 상처,무릎 씨를 다친 것 같아요.
매일 하다,매일 하다
도 아직 ?,아직 도 안 했나요?
마이크 단말기터치 다시,마이크를 다시 대세요.
핸드폰 없다 잃어버리다 ?,핸드폰을 분실하셨나요?
어머니 없다 실종 ?,어머니를 잃어버리셨나요?
소화 고장 사용 불가능,소화가 안되네요.
방학 랑 심심하다,방학이 랑했는데 심심하다
코 아프다 ?,코가 아프세요?
도시 가운데 곳 다음 차내리다,시내정류장 지나서 내려주세요.
여자 아기 자다 얼굴 보다 행복 목소리,그녀는 잠든 아이의 얼굴을 보고 행복한 목소리를 지었다
공기 고장 흐르다,공기가 새고 있어요.
피 흐르다 보다 슬프다,피를 봤더니 슬펐다
말 고장 사용 안되다,말이 안되네요.
쌀 이용 돈 만들다 먹다 끝,쌀로 돈을 만들어 먹었다
사거리 분리 ?,사거리에서 분리 해드릴까요?
보다 생각 답답하다,내 자신이 생각해서 한심했다
나 나 포기 불가능,난 나를 포기할 수 없어
나무 빽빽하다 다음,숲 지나서 내려주세요.
서울 곳 찾다 길 무엇 ?,서울로 가려면 어떻게 가나요?
돈 많다 하루 벌다 가능 불가능,그 많은 돈을 하루만에 벌는건 불가능해
언어 고장 사용 안되다,언어 인식이 안되네요.
모두 소원 쉽다 아니다,모든 소원이 쉽게 이루어지지 않는다
약 여기 곳 ?,약국은 여기에 있습니까?
산 동물 만나다 기억,산에서 야생동물을 만났어요. 저를 기억할 것 같아요.
뿔,뿔났습니다.
도착 나라 군 딱,제국군에 도착합니다.
북 부 전 곳 도착 차내리다,북부정류장 못가서 내려주세요.
서다 나타내다 ?,등장했나요?
배고프다 할 수 있다 힘 없다,배고파서 능력이 없다
남 지역 전 저기 곳,남부정류장 못가서 내려주세요.
성적 나쁘다,성적은 나쁘다
집 얼마 얼마 빌리다 곳 어디 ?,주소 대여소가 어디에 있습니까?
반지 가다 원가다 돈 얼마,반지를 가고 싶은데 가격이 얼마나 되나요
방해 안되다 죽다,방해가 안되네요.
남자 친구 운전 방법 가르치다 주다,남자는 친구에게 운전을 가르쳤다
의미 실종 ?,의미를 잃어버리셨나요?
목걸이 잃어버리다 실종 ?,목걸이를 분실하셨나요?
미용 받다 중에,미용을 받고 있어
왼쪽 차두다,왼쪽으로 가주세요.
돈 가위질 만들다 잘못하다,편집을 잘못하였습니다.
홍수 집 끈적끈적 땅 채우다,홍수가 나서 집이 늪에 잠기고 있어요.
고양이 돌보다 힘 없어지다,고양이를 돌보면 힘이 빠지는 것 같다
다리 아프다 ?,다리가 아프세요?
사람 손묶다 갇히다,사람이 결박 당해있어요.
지하철 곳 맞다 답 있다 ?,역사 안에 정답이 있나요?
기타 빌리다 어디 ?,기타 대여소가 어디에 있습니까?
개최 시간 저녁 9시 정도,개최시간은 오후 9시가 되겠습니다
버튼 없다 실종,버튼을 분실하였습니다.
말 차내리다 가다 ?,말로 갈까요?
아기 집 얼마 얼마 빌리다 어디 ?,주소 대여소가 어디에 있습니까?
따뜻하다 산 곳 내리다 맞다,남산정류장에서 내려주세요.
책임 일 꼿다,임무를 매주세요.
한달 누적사용 시간 보여주다 ?,정기권 사용 시간을 보여드릴까요?
물건 포장 곳 그 곳 ?,물건을 포장해서 붙이고 싶은데 저기서 하나요?
여행 모임 가입 어디 ?,여행자모임을 가입하고 싶은데 어디서 하면 되나요?
저 문 갇히다,내가 문에 갇혔어요.
미안 증명 나타나다 찾다 없다,증거를 찾을 수 없습니다.
쉬다 날 때문에 쉬다 날 장소 사람 많다,휴일이 되어서인지 휴일에 사람이 많다
침묵 지키다 필요,침묵을 지켜야 한다
밤 다음 내리다 ?,밤 지나서 내려드릴까요?
여자 아기 자다 얼굴 보다 행복 시계 지숫자,그녀는 잠든 아이의 얼굴을 보고 행복한 시를 지었다
책 찾다 실종 ?,책을 분실하셨나요?
밖 낯선 넘어오다,밖에 모르는 사람이 침입했어요.
바람 곳 다음 ?,바람 지나서 내려드릴까요?
마음 단단하다 필요 같다,의지할 필요가 있을것 같아
양 놀다 곳 놀다 팔 잡다,양이 놀이터에서 놀다가 팔이 부러졌어요.
의미 심하다 아니다 괜찮다,의미가 깊지 않으니까 괜찮아
시장 목적 가다 ?,김포시장으로 갈까요?
만들다 사람 성격 다르다,작가도 성격이 다르다
미안 집 얼마 얼마 찾다 없다,주소를 찾을 수 없습니다.
물건 부탁 어디 곳 ?,물건을 부탁해서 붙이고 싶은데 어디서 하나요?
나 집 가다 때 기차 타다 괜찮다,저는 집에 갈때 기차를 타면 돼요
아버지 키우다 했었다 소 팔다 절 아들 보내다,아버지는 키우던 소를 팔아 아들을 절에 보냈다
딸 매일 다니다 -중,딸이 매일을 다니고 있어
기술 나다 치료 불가능,이 기술은 치료가 불가능하다
지문 불량 잘 안되다,지문 인식이 안되네요.
공장 일 안 곳,공업 단지 안으로 가주세요.
지하철 필요 돈 딱 ?,열차 배차 비용이 일정한가요?
지금 카드 시작 가능 ?,지금 카드를 시작할 수 있나요?
불춥불다불 불끄불다불 ?,불을 꺼드릴까요?
일 편하다 말하다 하지마,쉽게 일 할 말하지 마라
돈,돈을 주세요.
배 추락,배가 추락하고 있어요.
토요일 -때 나가다 원하다,토요일에 나가고 싶어
생각 사라지다 가다 내리다 ?,의외로 갈까요?
영어 통역 필요 신청 방법,영어통역을 요청하고 싶습니다.
엄마 영어 듣다 짜증,엄마한테 영어를 들었더니 짜증나
읽다 집 너무 넓다 혼자 밤 무섭다,도서관이 혼자 쓰기에 너무 넓어서 밤에는 무섭다
사랑 기억 잊다 쉽다 어렵다,사랑했던 기억을 잊는건 어렵다
태양 무엇 곳 ?,태양이 어디에 있나요?
유리 고장 눈 밟다 눈바닥 상처,유리가 깨져서 눈을 다쳤어요.
압박 심하다,압박이 쎄다
나 이야기 듣다 제발,내 이야기 좀 들어봐
미소 잃어버리다 실종 ?,미소를 잃어버리셨나요?
나무 빽빽하다 다음 곳 저기 도착 차내리다,숲 지나서 내려주세요.
지구 목적 가다 무엇 ?,지구로 가려면 어떻게 가나요?
추가 시간 알려받다,추가 시간 좀 알려주세요.
캐리어 무게 무엇 ?,캐리어 무게를 재는 곳은 무엇인가요?
서 곳 차내리다 오케이,서쪽으로 가주세요.
생존 위하다 운동 필요,생존을 위해 운동해야 한다
무엇 일 발생 나다 맞다,무슨 사건이 생긴건 아니야
택시 전 저기 곳 저기,택시정류장 못가서 내려주세요.
생명 몸 사용 불가능 안되다 ?,생체 인식이 안되나요?
생각 사라지다 곳 가다 ?,의외로 갈까요?
집 기차 거리 1시간,집까지 기차를 타면 1시간이다
집 무엇 곳 ?,집이 어디에 있나요?
미안 목적 장소 찾다 없다,목적지를 찾을 수 없습니다.
커피 곳 그 곳 ?,커피숍은 저기에 있습니까?
사랑 길 ?,사랑은 어디에 있나요?
시내 버스 전 곳 저기,시내버스정류장 못가서 내려주세요.
거룩하다 사람 되다 세상 노랗다 변하다,성인이 되면 온 세상이 노랗다
성 차두다 ?,성에서 내려드릴까요?
비행기 이용 가능 ?,비행기를 이용 할 수 있을까요?
갚다 납부 받다,보상을 주세요.
주인공 무엇 ?,주인공이 어떻게 되세요?
서울 방법 무엇 ?,서울로 가려면 어떻게 가나요?
학교 가다,학교에 가다
한국 글자 뜻 불량 사용 안되다 ?,한글 인식이 안되나요?
맞다 답 무엇 곳 ?,정답이 어디에 있나요?
딸 도망 다니다 -중,딸이 도망을 다니고 있어
핸드폰 충전 어디 수단 정하다 ?,휴대폰을 충전할 수 있는 법이 어디입니까?
여자 아기 자다 얼굴 들다 행복 미소,그녀는 잠든 아이의 얼굴을 들고 행복한 미소를 지었다
여기 오토바이 되다 ?,여기서 오토바이를 탈 수 있나요?
성,성이 달라서 많이 싸웠다
시험 통과 기쁘다 불면증,시험에 통과된 것이 기뻐서 잠이 오지 않는다
참고 안 가다,참고로 들어가주세요.
미움 받다 미안,미움 받았다면 미안해
전쟁 친구 나라 지키다 위하다 목숨 맡기다,전우들은 목숨을 다해 조국을 지켰다
서울 버스 곳 그 곳 ?,서울 시내로 가는 버스 승강장은 그곳에 있습니까?
차 여러 가지 달리다 빠르다,차량이 달리면 빠르다
바람 높다 추락 머리 피흐르다,바람이 높은데서 떨어져서 머리에서 피나요.
미소 잃어버리다,미소를 잃어버렸습니다.
수류탄 여러 가지 실종 ?,무기를 분실하셨나요?
주인공 곳 ?,주인공이 어디에 있나요?
어디 연기 느낌 느끼다,어디선가 연기가 나요. 느낌이 나고 있는 것 같아요.
젊다 꼬마 여자 혼자 방황,소녀가 혼자 방황하고 있습니다.
기억 모두 닦다 부탁,그 기억들은 깨끗이 닦어라
주인공 어디 곳 ?,주인공은 어디에 있습니까?
자동 문열다 우편 싶다 신고 곳 ?,자동우편신고를 하려고 하는데 어디서 하나요?
부서 찢다 끝,동아리를 찢었어
택시 할인 돈 얼마 ?,할인 요금은 얼마인가요?
여행 당 가입 어디 ?,여행자당을 가입하고 싶은데 어디서 하면 되나요?
소 돼지 키우다 검사 연구 곳 어디 ?,축산관계자 연구는 어디서 하나요?
지금 까지 놀다 오늘 일 부탁,그 동안 놀았으니 다시 일을 부탁해야겠다
서울 곳 어디 곳 ?,서울 시내로 가는 곳 승강장은 어디에 있습니까?
영화 찍다,영화를 찍다
지금 하다,여기서 하겠습니다.
자동 문열다 출입 싶다 신고 여기 곳 ?,자동출입신고를 하려고 하는데 여기서 하나요?
애인 만나다 위하다 병원 가다,애인을 만나러 병원에 갔다
과거 미래 맡다 무엇 공부,요즘은 공부를 해야한다
어제 -보다 눈 춥다 아니다,어제보다 눈이 춥지 않다
사람 살다 힘들다 마음 편하다,인생은 힘들지만 마음을 편하다
조명 ?,조명 좀 켜드릴까요?
미용 믿다 중에,미용을 믿고 있어
밤 다음,밤 지나서 내려주세요.
자동 문열다 출입 싶다 화 어디 곳 ?,자동출입화를 하려고 하는데 어디서 하나요?
강남 넘어가다 목적 지하철 갈아타다 몇호 ?,강남역으로 넘어가려면 몇호선으로 갈아타야 하나요?
방 따뜻하다 끝 좋다,방이 너무 따뜻해서 끝이 좋다
말 가다 먹다 괜찮다,말 가본 그 집 음식맛이 괜찮았다
돈 얼마 맞다 약속,요금 약속해주세요.
비밀 길 곳 ?,비밀은 어디에 있나요?
여자 아기 자다 모습 보다 행복 미소,그녀는 잠든 아이의 모습을 보고 행복한 미소를 지었다
캐리어 무게 그 곳 ?,캐리어 무게를 재는 곳은 저쪽인가요?
고양이 무엇 곳 ?,고양이는 어디에 있나요?
당하다,당하겠습니다.
대 저기 ?,대 단지 안으로 들어갈까요?
유리 고장 장사 곳 밟다 장사 곳바닥 상처,유리가 깨져서 장을 다쳤어요.
시 지다 곳 내리다 맞다 ?,시청정류장에서 내려드릴까요?
자동 문열다 출입 싶다 수리 곳 ?,자동출입수리를 하려고 하는데 어디서 하나요?
성 ?,성에서 내려드릴까요?
주변 폭발,근처에서 폭발이 터졌어요.
커피 어느 시간 ?,커피숍은 언제에 있습니까?
구름 곳 다음 ?,구름 지나서 내려드릴까요?
집 가다 코 차 계시다 아니다,집에 와보니 커피가 안 계셨다
지문 사용 불가능 고장,지문 인식이 안되네요.
누가 머리 장 엄지손가락,어떤 사람이 대통령을 맞았어요.
나 취미 단체 자유 원하다,자유롭게 클럽을 다니고 싶다
시작 10분,10분 뒤에 시작합니다.
시간 곳 다음,시간 지나서 내려주세요.
눈 깨끗하다 씻다 끝,눈을 깨끗하게 씻었어
쥐 돌보다 힘 없어지다,쥐를 돌보면 힘이 빠지는 것 같다
다르다 나라 한국 안 착륙 그 곳 ?,국제선 입국장이 저기에 있습니까?
어느 곳 차내리다 맞다,어디서 내려주세요.
누가 칼 살인 소리 흐르다,어떤 사람이 칼에 찔려서 소리를 많이 흘리고 있어요.
아기 사용 돈 빌리다 어디 ?,요금 대여소가 어디에 있습니까?
택시 곳 다음 내리다,택시정류장 지나서 내려주세요.
여자 아기 자다 눈 보다 행복 미소,그녀는 잠든 아이의 눈을 보고 행복한 미소를 지었다
집중 불량 잘 안되다,집중이 안되네요.
방 따뜻하다 눈 힘 좋다,방이 너무 따뜻해서 시력이 좋다
물건 부탁 곳 ?,물건을 부탁해서 붙이고 싶은데 어디서 하나요?
가방 차 트렁크열다 나르다,트렁크에 가방을 넣겠습니다.
가슴 병 아프다,가슴이 아프다
추가 원하다 ?,추가 필요하세요?
아이 갑자기 토하다,아이가 갑자기 토해요.
돈 두 가지 돈이 겹치다 바쁘다,돈이 많아서 너무 바쁘다
심장 흔들리다,심장이 흔들려요.
형제 아래 대학 보내다,동생을 대학에 보내다
머리카락 움직이다 머리카락 마르다 가능,머리카락을 자주 움직여야 살이 빠진다
종이 이용 꽃 바치다,종이로 꽃을 바치다
주차 곳 주차 ?,주차장에 주차하시겠습니까?
여자 눈 좋다 돌보다 노력,그 여자는 눈이 좋으니깐 친절히 돌봐줄거야
짐 무게 초과 할인 돈주다 곳 ?,수하물 할인요금은 어디서 내나요?
소화 잘 안되다 ?,소화가 안되나요?
차 다음 여기 ?,차서 지나서 내려드릴까요?
참 정직 길 무엇 ?,진실은 어디에 있나요?
가을 되다 눈 노랗다 변하다,가을이 되면 온 눈이 노랗다
손가락 더럽다 심하다 빨래,손가락이 너무 더러워서 빨았어
안면 사용 잘 안되다 ?,안면 인식이 안되나요?
닭 입다 원하다,치킨 입고 싶어
정보 ?,정보센터는 어디에 있습니까?
고속버스 전 곳 저기 차내리다,고속버스정류장 못가서 내려주세요.
시간 저기 곳 다음 도착 내리다,시간 지나서 내려주세요.
목적 장소 곳 가다 길 방법 ?,목적지로 가려면 어떻게 가나요?
오늘,오늘도 됩니다.
단체 장 맡다,대장을 맡다
병원 불,병원에 불이 났어요.
용기 없다 잃어버리다,용기를 잃어버렸습니다.
감옥 다니다,감옥에 다니다
학생 공부 듣다 아니다 놀다 뿐,그 아이는 공부를 듣지 않고 놀기만 한다
용기 실종 잃어버리다 ?,용기를 잃어버리셨나요?
한국 안 다르다 나라 착륙 그 곳 곳 ?,국제선 입국장이 저기에 있습니까?
사람 싫다,사람이 싫어요
수류탄 여러 가지 찾다 실종,무기를 분실하였습니다.
힘들다 잊다 원하다,힘들어서 잊고 싶다
다르다 나라 한국 안 착륙 여기 ?,국제선 입국장이 여기에 있습니까?
열 병 뜨겁다 머리 진통,열에 열이 많이 나고 두통이 심해요.
의식 없다 실종,의식을 잃어버렸습니다.
목 말 고장 안되다 ?,발음이 안되나요?
그 곳 명동 지하철 ?,저기가 명동역인가요?
사랑 ?,사랑은 어디서 하나요?
신분당 대학 무엇 ?,신분당선을 타는 대학은 어디인가요?
몸 내부 물건 더럽다 들어오다,체내에 이물질이 들어갔어요.
이동 늦다,제가 이동시간에 늦었습니다.
불공 평등 변하다 공 평등,불공평한 일은 없다
나 배우다 곳 자유 원하다,자유롭게 학원을 다니고 싶다
사람 배 무겁다 깔리다,사람이 무거운 배에 깔렸어요.
문 열다 동시에 비,문을 여는 동시에 비가 왔다
역할 맡기다 맡다,배역을 맡다
고양이 길 ?,고양이는 어디에 있나요?
공격 차내리다 ?,공격해서 내려드릴까요?
저기 생각 꿈 하다 싫다,그 이상은 하기 싫어
순서 위쪼이다 아프다,순서가 꼬이듯 아픕니다.
